speaker,speech_text,speech_number,meeting_id
蘇巧慧,（9時21分）主席、各位列席官員、各位同仁。署長好，環保署各位同仁也都辛苦了，從剛剛的報告可以看出來，真的大家都做了非常多的努力，而且一直在進化。不過剛剛這樣子的報告我想一般民眾應該是聽不太懂，而本席的質詢一向都是從人民的角度出發，我就講一些大家聽得懂的話。署長剛才提到疫情期間垃圾增加，要改善回收效率。我今天來此質詢之前，看了一下昨天一個周末我家產生的回收垃圾，請署長直接幫我看一下，我家的垃圾裡面有哪幾種是在我如此認真做完回收之後確定它不會進焚化爐的？我昨天有一罐義美的家庭號牛奶罐，它會進焚化爐還是可以再利用？,1,LCIDC01_1093001_00006
蘇巧慧,是可以回收，好。我買了一盒蛋，包裝是薄薄的塑膠片，我把它回收了，這個是進焚化爐還是再利用？,2,LCIDC01_1093001_00006
蘇巧慧,你看你前面講了很多，但坦白講，最後還是回收系統不好嘛！大部分的情況就是這樣。我昨天也碎了一包紙，請問，這個碎紙可以回收嗎？,3,LCIDC01_1093001_00006
蘇巧慧,但是現在有辦法回收嗎？經過你的努力之後，我們的紙餐盒可以回收到什麼程度？今天大家在討論這個問題，但我後來才知道原來我從小到大這麼認真地把每一個吃完的便當都清理完了，把廚餘倒進廚餘桶，甚至回收的餐盒還要洗乾淨之後再堆疊起來，後來才知道原來臺灣不是每一個紙餐盒都有辦法回收再利用，是這樣子嗎？,4,LCIDC01_1093001_00006
蘇巧慧,對。,5,LCIDC01_1093001_00006
蘇巧慧,回收再利用率很低。,6,LCIDC01_1093001_00006
蘇巧慧,好，我先從署長這樣的例子來看，我們民眾都很認真的做完這些回收動作，我也不是不能做，但在我這麼認真做完這些回收動作之後發現，原來我只做到了垃圾減量，但是我並沒有提升國內的垃圾回收再利用率，就是說垃圾回收率和垃圾的再利用率其實是不一樣的。所以署長我第一個想請教您，根據您剛才提給我們的數字，我們從民國87年的5.87%的回收率，一直到現在108年55%的回收率，署長，這個代表的是什麼？這個代表其實所有的垃圾總量有55%被歸類為回收垃圾，對不對？,7,LCIDC01_1093001_00006
蘇巧慧,它有被再利用嗎？,8,LCIDC01_1093001_00006
蘇巧慧,沒有錯，署長，我今天想跟你確認一點，我們跳到資金回收的這個部分，確實如同剛才署長所說的，其實整個國內的回收鏈，就是因為有責任業者必須要繳交處理費，因此我們建立了一個基金，然後我們再運用這個基金去做後端的補貼或者是稽核。所以，這個機制在臺灣的鏈其實已經建立得滿好的，但是我現在就發現幾個問題，第一個，我們的責任業者中，誰需要來繳這個基金？其實雖然同樣依據廢棄物清理法第十五條，可是它下面的類別還是不太一樣，因此就是有一些有回收是必須要繳費，有一些卻不用繳納處理費。這樣的差別就導致大家的態度不一樣，如同一開始所說的，我們的廢紙餐盒是需要繳費，但是如果是玩具的塑膠片或者蛋盒這種塑膠片，會不會因為它被歸類於不需要繳納處理費的部分，所以我就不太想處理？因為沒有繳交基金到後端，他根本就不處理，以至於即使我前端在家庭部分做了這麼好的回收動作，它到最後根本就還是進了焚化廠，我等於白忙一場。會不會是在第一個階段的分類時就出了問題？,9,LCIDC01_1093001_00006
蘇巧慧,所以這個繳交基金也等於在建構完善這個鏈的一環嘛？,10,LCIDC01_1093001_00006
蘇巧慧,我贊成。坦白講，我就是需要署長這樣子，這麼多年了，你應該可以再大刀闊斧地往前走。就像在這個補助的類別上可以放手去做，讓更多的類別可以進到這個循環，這是我第一個要從類別來跟您討論的。很高興，聽到環保署又願意跨出一大步的計畫，這是類別的部分。第二個，我想要請教環保署能否再精進的部分，既然我們剛才討論到回收率跟回收的再利用率，這根本是兩件事情，但我們的期待就是透過增加其經濟產值或提高補助金額，讓它能夠進入這個循環。因此我想建議一點，你們現在在廢照明光源和廢機動車輛的方面也有規定，根據回收再利用率的高低、做得好或不好的差別來調整你的補貼費用，那我們在這個地方能不能夠把類別也擴大，也就是你剛才說的擴大收的類別？第二，收進來之後，成績好不好？我們的補貼也可以據此來做調整，做得好就給它多一點，這樣子是否也能刺激循環？,11,LCIDC01_1093001_00006
蘇巧慧,很好。如果是這樣，我會贊成，並且支持環保署推動這樣的計畫。尤其是第三個，以剛才紙餐盒的部分為例，如果你這個前端的鏈可以建立起來，把這個補貼足了，則對後端的資源回收場、處理場就會有比較高的誘因，而不會造成像今天必須花時間討論這些問題，像紙餐盒的回收，原來我們全臺灣回收了這麼多，結果只有3家，加上你們目前還在努力的第4家回收場，造成大家的成本提高，以致於沒有人要做，那我們就想辦法讓成本降下來，包括提高補貼、增加幾個場，這樣子的話，整個鏈才能建立起來。我是期待像署長所說的，這些新的、與時俱進的鼓勵措施可以邁大步一點。如此，我們從小透過四個外星寶寶學做資源回收、從小學開始的垃圾分類才不會白忙一場，這是我對環保署的期待。,12,LCIDC01_1093001_00006
蘇巧慧,謝謝署長。,13,LCIDC01_1093001_00006
