speaker,speech_text,speech_number,meeting_id
洪申翰,我簡單講一下，我原本的提案是因為現在氣候目標2050年回到2005年的一半，看起來並不符合國際最新趨勢，所以希望環保署可以重新評估淨零碳排路徑及作法，我原本提案希望凍結兩億三千多萬元，後來考慮到這裡面很多評估不見得都只是環保署可以自己獨立完成，很多需要其他部會一起協助，所以我有寫一些文字給環保署，但我這邊還是要再說一下，因為環保署還是目前整體氣候政策的主管單位，所以各部會該做什麼樣評估、哪些項目應該考慮進去的部分，希望環保署一定要要求其他部會納進去。雖然我願意改為主決議，但我認為相關評估應該涵蓋下列這些項目，第一個應考慮的因素包括長期能源政策、電力低碳或無碳化、工業減量及轉型、運具電動化發展、淨零碳建築、低碳科技研發，還有溼地海洋固碳、自然植物造林、國際合作減量機制，包括中央地方聯合治理機制，還有投資及財務評估、產業衝擊評估、公正轉型等等因應，希望能夠把這些相關重要概念請環保署協調其他部會，把這些概念放到評估及路徑分析。在這個前提下，我願意把它改成主決議。,1,LCIDC01_1099101_00002
莊競程,我是同意凍結30%，因為他們說有些是見習3個月，那個有可能要去，是還不一定，但就是先凍結30%，至於後面的要不要併案，就看各位委員的意見。,2,LCIDC01_1099101_00002
蘇巧慧,我的提案就是剛剛環保署提到的第22案，確實也是因為疫情的關係，所以現在編列國外旅費的部分，我們都比較concern，會比較考慮一點。不過當然，環保署來解釋的時候也是有說，這不只是單純的差旅費等等而已，甚至有包括要選任人員往歐盟實習等等，有這種持續性的業務必須進行，所以，第一，我同意跟莊競程委員的提案併案處理；第二，數額的部分，因為已經超過我本來要處理的部分，所以也可以用剛剛的三分之一來處理。謝謝。,3,LCIDC01_1099101_00002
林淑芬,我的第118案不能這樣子處理。抱歉，不是第118案，我看一下。陳技監兼執行秘書世偉：委員的提案有第14案、第62案、第98案及第118案。,4,LCIDC01_1099101_00002
林淑芬,對，沒錯，是第118案，這是非常荒謬，因為他們要出席世界廁所高峰會，但是他們從來沒有參加過，至於有沒有需要參加這個會議，對於該組織的網站、議程、講者，以及相關資料都沒有辦法提供。今天2020世界廁所高峰會已經改成線上舉行，他們也搞不清楚，然後就說明年要去參加，你們參加的目的是什麼？議程是什麼？該組織從來都沒有去過，這個不是例行性的會議，所以我說這筆預算是不是應該等到他們今天開完世界廁所高峰會，環保署知道自己為何要去、為什麼需要這筆經費，搞清楚以後再說，所以我建議這個預算全數凍結，我們也不反對有可能是需要的，但是編列預算的時候，至少環保署什麼都搞不清楚，我們就要討論真的要這樣子就給錢嗎？所以我建議，要嘛就全數凍結，要嘛就先減列一半，謝謝。第14案的話，大家都要凍結三分之一，我是認為應該可以稍微減列一下，是不是可以減列100萬元？,5,LCIDC01_1099101_00002
林淑芬,"現在是編列9萬5,000元，我們暫時先全數凍結，反正等到他們稍微清楚對方是在做什麼，她剛剛的報告是說新加坡認為臺灣做得很好，所以臺灣要分享出去，可是臺灣的公廁建置，從規劃、設計到執行蓋公廁，真的是這麼好嗎？值得出去告訴大家我們做得這麼好嗎？我覺得就是全數凍結，等到他們拿資料來再說好了。",6,LCIDC01_1099101_00002
林淑芬,第118案是凍結，報告後經同意始得動支。,7,LCIDC01_1099101_00002
林淑芬,"其他三分之一這個要不要條件，我沒意見，要不然我就再把零頭拿掉，因為我們認為，如果按照衛福部的講法，部長說明年年底才能出國，這是衛福部陳部長之前的講法，所以我們認為使用的機率應該不高，我想61萬元也是可以減列的，就去零頭。陳技監兼執行秘書世偉：跟委員報告，凍結30%算起來就是138萬4,200元，如果要去掉零頭的話，是不是就凍結138萬元，也就是140萬元左右？",8,LCIDC01_1099101_00002
林淑芬,那就不能出國，所以你們也沒有差啦！,9,LCIDC01_1099101_00002
林淑芬,我是說減列，因為我想到明年年初大概都沒有辦法出國，所以，明年年初你們應該也沒有辦法出國參加相關的國際會議，所以沒有不能減列的預算啦！,10,LCIDC01_1099101_00002
