speaker,speech_text,speech_number,meeting_id
洪申翰,主席、各位列席官員、各位同仁。這一次我跟賴惠員、賴瑞隆、何志偉委員等16人所提出的「廢棄物清理法第四十六條、第五十二條及第五十三條條文修正草案」，主要是針對違法事業廢棄物再利用行為人入刑罰，並提高相關罰鍰金額。這段時間以來，大家都知道很多地方一直頻傳事業廢棄物遭業者棄置的情形，但由於相關事業廢棄物是以再利用作為其主要的處理管道跟途徑，而現在的事業廢棄物超過八成都是以再利用的方式來進行處理。然根據現行廢清法第四十六條，有關違反廢棄物清除處理的行為依規定處以刑罰，但是現行條文並沒有將違反廢棄物再利用規定的行為納入刑罰，而僅以行政罰進行處理，所以有很多再利用機構的業者違反目的事業主管機關再利用管理辦法的規定，將事業廢棄物埋入農牧用地或養殖用地，違法填埋再利用產品或事業廢棄物的狀況，其實大家這段時間在新聞上面都看到很多，所以我們希望將現行的廢棄物清理法第三十九條有關違反事業廢棄物再利用規定之行為納入本法第四十六條的刑事處罰範圍，希望能夠遏止事業廢棄物的再利用產品任意掩埋在農牧漁用地的犯罪行為。此外，未經主管機關將廢棄物任意回填、堆置於國有土地或私有土地，除了違反本法第三十九條跟第四十一條及目的事業主管機關再利用管理辦法的話，我們也希望明文規定定於本法第四十六條中刑事上應處罰之行為，以特別列舉明示相關違法行為態樣。最後，有關一般事業廢棄物跟有害事業廢棄物之貯存、清除、處理及再利用之行為，由於現行本法第五十二條及第五十三條規定所處之罰鍰與違法行為所獲得之利益顯失其合理性，亦不符比例，所以我們提出修法，提高罰鍰金額，希望使之具有嚇阻之效果。以上是針對這一次我們所提廢清法第四十六條、第五十二條跟第五十三條修法的提案說明。謝謝。,1,LCIDC01_1098301_00004
林淑芬,主席、各位列席官員、各位同仁。因為我國廢棄物的數量非常多，管理這些廢棄物的手段和方法大概就是從源頭減量等措施或是要制定妥善的循環利用和清除處理的規範，這個法律我們也沒有，然後在有效控管廢棄物流向上，我們也管理不當，故無法抑制廢棄物的非法流竄。事實上，我國在這幾個手段上，第一個，沒有足夠法律工具的問題，這是我們立法院的責任。第二個，地方政府徒法不足以自行的問題，地方政府因人力、財力有限而沒有辦法有效執行。第三個，業者買單繳了一筆源頭減量所謂需要繳的部分負擔以外，他就丟著、就不管了，所以這個產源的責任也相對非常之輕，不足以負擔這些廢棄物的處理。在這種狀況之下，加上地方政府、中央政府人力和財務資源均嫌不足，讓這個環境風險不斷地在擴大，所以我們屢屢看到，不管是農地、魚塭或者是水源保護區內有各式各樣的廢棄物流竄，在臺灣已經造成非常嚴重的污染。在此情況下，我們認為這些廢棄物所衍生的行政業務，應該要由廢棄物的產源去負擔。以目前各級政府微薄的公務預算，叫他們做，他們都說大概沒有辦法做的狀況之下，我們也發現到其經費的來源來自於全國消費者或是國民的稅收，所以不僅經費額度不足，也不符合公平和正義的原則。在這種狀況下，我們為了強化各級主管機關的能力，落實污染者付費的原則，也更要建立起循環經濟政策的基石，所以才擬定了此次的修法，主要包含幾個大方向，第一個，落實污染者付費的原則，提升各級主管機關效能。第二個，優先執行假扣押，有效提升政府面對非法的處置能力。我們知道非法棄置的第一時間估計這個清理費時，我們有時候還要提供假扣押等等，所以，在法制面提供地方政府一些執行的工具，免提供擔保得向法院就污染行為人等財產實施假扣押，同時命其限期清理。另外一方面就是要比照土污法，增訂地方主管機關為了因應緊急事故，減輕污染的危害，避免污染擴大，得命污染行為人等採取必要措施。另外，賦予主管機關要針對特定種類的廢棄物進行特別管理，以流向申報與GPS定位來管理相關事業廢棄物的這種方法，仍然難以杜絕廢棄物棄置的不法行為，縱使有GPS、有流向申報、有處理設施場所錄影，可是仍然是道高一尺魔高一丈。我們希望再加強一下，所以授權中央主管機關得針對特別容易發生不當清理的廢棄物或產源，予以特別管理，而且可以派員全程隨行和監督，以杜絕不法。第一個就是錢要增加，錢增加了以後，才能夠給中央和地方相對足夠的人力，錢跟人都到位了，我們也才能夠有稍微比較有效一點的管理方法和手段來執法，謝謝大家。請大家支持。,2,LCIDC01_1098301_00004
林德福,主席、各位列席官員、各位同仁。本院委員林德福、洪孟楷等17人，有鑑於全國各地每到深夜時段時常會有汽機車駕駛人飆速故意製造噪音，各地民眾苦不堪言，紛紛希望政府採取科技執法，以積極作為管制噪音車擾民的行為。本席贊成政府執法抓吵不抓改，所謂抓吵不抓改是因為噪音真的吵到人，雖然改裝不好，但最重要的還是噪音吵到周邊的人，這是很嚴重的問題。喜歡炸街的這些噪音車車主不能為了追求個人喜好，而影響到大多數人生活安寧的權益，所以本席提出噪音管制法第二十三條修正草案，強化對不當改裝噪音車輛的管制作為，再犯者最高罰款三萬元，以及噪音器物沒入，也就是沒收。第三次再犯加罰到六萬元，並沒入該汽機車。是否有當？敬請公決。,3,LCIDC01_1098301_00004
洪孟楷,主席、各位列席官員、各位同仁。大家可能都有這樣親身的經驗，或是曾經聽過這樣的經驗，半夜兩點一聲巨響突然劃破天際，吵醒大家的安寧，也真的是擾人清夢，正要打電話檢舉或者是要再次入睡的時候，又再來一聲巨響，這樣的作為在臺灣很多城鎮，尤其以新市鎮來講，真的是非常嚴重。因此，今天本席提出噪音管制法第二十六條條文修正，最主要就是希望兩個重點，第一、能夠提高相關罰則，讓這樣擾人清夢、製造噪音且破壞安寧的行為能夠遏止。第二，也希望調整，針對夜間產生這樣噪音的行為能夠管制並加強處分。本席先肯定也感謝環保署的意見，針對這樣的提案敬表支持，並且參考意見來修正。其中，第一個部分，我們希望從現有一千八百元以上至三千六百元以下的罰鍰，提高到三千六百元以上至一萬八千元，一樣是以一到三倍的比例。換言之，現在環保署有所謂的科技執法，就是噪音的管制，本席也認為應該支持，因為噪音的形成往往有瞬間性以及不容易掌握性，如果能夠用科技執法來輔助、遏止這樣的噪音，偵測到之後能夠馬上拍照，這樣絕對可以有效嚇阻。然而這是記次處罰，因此提高相關罰則相信有助於降低這樣的行為發生。第二個部分，現在環保署也提到，針對夜間加倍罰鍰的部分，將研究納入違反噪音管制法裁罰基準，既然子法都已經可以有這樣的研究與討論，我們更應該要從母法給予法源依據，讓環保署能夠辦理。因此，我們希望今天藍綠不分朝野，大家一起支持噪音管制法第二十六條修正。過去到現在，臺灣社會一直強調夜間安寧以及提升生活品質，雖然少數人他們有他們的喜好，但是政府應該規劃可以使用或可以有正常發洩管道的場所，而不應該是利用公路或是馬路來製造噪音，影響居民的安寧。以上是我的提案說明，感謝。,4,LCIDC01_1098301_00004
洪申翰,（10時2分）主席、各位列席官員、各位同仁。空污與空品是今天討論的重要主題，本席亦就此就教於署長。攤開數據，相較於國民黨執政時期，這幾年空污幅度與狀況確實改善不少，若以紅爆指標來看更是如此。我向環保署提過很多次，雖然在紅爆部分達標，甚至是提前達標，但我希望接下來能把橘色警戒或臭氧濃度納入後續的空品改善目標。針對空品改善，林次長剛剛在報告時提到很多固定污染源問題，所以我想針對移動污染源來請教張署長。於此之前，本席先請教署長，環保署是否同時為氣候與減碳政策主管機關？,5,LCIDC01_1098301_00004
洪申翰,除了是主管機關，也由環保署統籌整合？,6,LCIDC01_1098301_00004
洪申翰,目前國際上運輸部門針對減碳、減污的主要策略為何？,7,LCIDC01_1098301_00004
洪申翰,這樣講有點模糊，可否更完整一點說？,8,LCIDC01_1098301_00004
洪申翰,一般來講，其實就是兩部分，公共運輸與運具的電動化，這是很清楚的。眾所皆知，2020年政府針對機車汰換補貼有了新作法，也就是給予燃油機車與電動機車相同的補貼金額，引起很多討論。就署長所知，七期燃油機車與電動機車哪一個比較容易製造污染？,9,LCIDC01_1098301_00004
洪申翰,但是比較起來電動機車還是比較乾淨，我們看一下數字，其實就CO、氮氧化物、非甲烷碳氫化合物、和二氧化碳來看的話，電動機車其實都明顯的比七期機車乾淨很多；如果我們講PM2.5或空氣污染，氮氧化物在現在燃煤電廠排放相對減少的狀況下，電動機車的排放按照生命週期來看，可能只剩下七期機車的一半；更重要的是非甲烷碳氫化合物，因為這是一個很嚴重的致癌物質，二者的差距是幾十倍，但我們現在卻都給與同樣金額的補助。請再看下面這一張表格，這是今年7月曾經在媒體上曝光的一份表格，從這個表格看得很清楚，今年因為補助政策給與七期燃油機車和電動機車同樣金額補助的結果，造成10月統計時，電動機車的增加率相較於去年同期已減少將近一半，但燃油機車在這個狀況下居然還大幅的增加，有些廠牌增加20%，有些增加30%，甚至還有增加80%的，署長看到這樣的數字，你有什麼想法？,10,LCIDC01_1098301_00004
洪申翰,署長，你們搞出一大堆新的燃油機車掛牌，這件事情您怎麼交代？不只空污，我前面就問你，環保署是減碳的主管機關，我們都不用綜合考量的嗎？,11,LCIDC01_1098301_00004
洪申翰,是，為什麼會有現在這樣的補貼？,12,LCIDC01_1098301_00004
洪申翰,是，可是我們現在搞出一堆新的燃油機車，而且這些新的機車可能會騎很久啊！而它的二氧化碳排放量比電動車高很多。,13,LCIDC01_1098301_00004
洪申翰,是，但是多久？,14,LCIDC01_1098301_00004
洪申翰,署長，因為這樣一個補貼的方案出來，造成這樣的結果，之前我也請教過空保處，他們說因為偏鄉有這樣的需求，偏鄉的基礎設施比較不足，我其實是同意的，但我想問一個問題，現在燃油機車補助多半補助在六都還是在偏鄉？,15,LCIDC01_1098301_00004
洪申翰,所以為什麼之前會拿偏鄉缺少基礎設施、有些地方要爬坡電動機車動力不足作為理由？明明換車的多半在六都，都是在基礎設施相對充足的地方，這不是矛盾的狀況嗎？,16,LCIDC01_1098301_00004
洪申翰,但是明明補助要到位的話，就是希望大家換電動機車，如果可以換電動機車就應該換電動機車。,17,LCIDC01_1098301_00004
洪申翰,你們現在給予同樣的補助，明年空污基金的預算還減列了14%，明明可以花的錢不花，然後你說電動機車比較貴，按照署長的講法，我們應該把這些相關的經費補助到最好的技術上，讓大家做最好的汰換，這樣不管空污或碳排放都可以減少，可是為什麼你一面說補助的金額還是比較高，結果空污基金的支出還減列？這些事情兜不起來啊！,18,LCIDC01_1098301_00004
洪申翰,署長，我們現在這個補助方案叫做化石燃料的補貼，我們出去在國際上跟大家說這是化石燃料補貼，這都很難說。,19,LCIDC01_1098301_00004
洪申翰,這不是理念的問題，我們是實際上在數字上就看到補貼政策出問題了。,20,LCIDC01_1098301_00004
洪申翰,我們明明就有一些其他的方式可以加快，對於電動機車跟運具電動化的發展，我不覺得純粹靠補貼政策就可以，還有很多基礎建設，還有很多交通部該做的事情，但是重點是現在補貼方案已經出現了，第一、讓運具電動化的政策出現遲緩和阻力，第二、我們還搞出一堆的燃油機車，這是現在這個補貼方案搞出來的事情。我不覺得都要靠補貼政策，但是我們的補貼政策已經造成這個效果了，署長，我認為這個補貼政策應該要檢討。,21,LCIDC01_1098301_00004
洪申翰,但是這個數字出來，我想已經超過原本預料的了，對不對？,22,LCIDC01_1098301_00004
洪申翰,署長，我希望接下來能夠檢討、調整這個補助方案，可不可以？,23,LCIDC01_1098301_00004
洪申翰,我想再提一件事情，這個週末有一個很重要的新聞，就是美國民主黨的拜登當選總統，我們蔡總統也給予祝賀，各國包括歐盟所有成員國、日本、韓國、中國、美國在這段時間都宣示了2050年淨零碳排，我看到張署長之前回答委員的提案，2050年好像很遠，所以大家怎麼講都可以，相較之下我們比其他國家來得務實，可是我要問這些國家都是隨便講講的嗎？,24,LCIDC01_1098301_00004
洪申翰,韓國也要推動核能嗎？日本也說要儘量減少對核電的依賴啊！文在寅有說要推動核能嗎？德國有說要推動核能嗎？,25,LCIDC01_1098301_00004
洪申翰,署長，不是這樣子的，你這個觀念是錯的，這些國家裡面有些確實用核能的，有些是不用核能的，不是全部都說要用核能，但是我們在這個目標上確實落後大家很多，很重要的是這些國家都是我們主要的貿易國，當這些貿易國都開始宣示在貿易上、在供應鏈上進行低碳經濟的管制，當大家開始制定遊戲規則、布局的時候，而我們是這麼落後的布局，如果廠商產出的還是高碳排的產品，接下來面對到的貿易風險就是由我們自己承擔，在經濟上這對我們來說絕對不是一個好的作法。今天兩位不用給我答案，但我希望不管是環保署也好，或者經濟部也好，你們再想一想到底我們的低碳目標還可以再提升到什麼地步，不然我們現在真的落後太多了，這部分想請兩位帶回去再討論、研究一下，好不好？,26,LCIDC01_1098301_00004
蘇巧慧,（10時15分）主席、各位列席官員、各位同仁。署長、次長，我延續剛剛洪申翰委員的說法，針對我國2050淨零碳排的目標向兩位請教，我非常認同剛剛洪申翰委員的說法，2050淨零碳排聽起來是一個環保的議題，但事實上我們要達到環境能夠淨零碳排需要倚靠很多技術，而這個技術其實就是產業，所以我認同這個問題已經不是環保問題，這個是產業問題。今天經濟部也到社環委員會備詢，我想請林次長先回答，有關2050淨零碳排，繼上一次我關心、質詢之後，除了公聽會以外，10月26日日本已經宣布，10月28日韓國也宣布了，甚至連週末宣布勝選的美國總統拜登在其競選政見中也宣布是在2050年，而我們經濟部在腳程上，對於2050淨零碳排到底有什麼樣的作為？,27,LCIDC01_1098301_00004
蘇巧慧,完全同意，從個別來看。,28,LCIDC01_1098301_00004
蘇巧慧,你看個別廠商現在有這種思維了嗎？可能只有大廠、跟美國比較有關係的，像Apple的供應鏈、產業鏈，知道2030年自己就要被Apple要求達到淨零碳排了，他們可能有這樣的思維。但在臺灣更多的是中小企業，或者是介於大集團和中小企業門檻的廠商，他們都有這樣的思維、知道有這件事情嗎？你有沒有宣傳下去？,29,LCIDC01_1098301_00004
蘇巧慧,是，我們不是一直在說供應鏈嗎？,30,LCIDC01_1098301_00004
蘇巧慧,對，而且要有新的技術，這都有可能。,31,LCIDC01_1098301_00004
蘇巧慧,你們兩個部會就這個相同的目標有做過協調嗎？現在的主責單位是哪一邊，是環保署還是經濟部？,32,LCIDC01_1098301_00004
蘇巧慧,同樣的，我延續洪委員的意見，我們今天沒有要你們馬上就提出具體的方案，但從國際潮流可以很明白地看得出來，世界各國都往這個方向在走，如果我們不跟上，很快地會被排除、拋棄！其次，這個不是環保問題，這個是產業問題，如果沒有新的思維、新的觀念，我覺得是完全沒有辦法解決的，這不是張署長一個人的責任，經濟部也要進來。所以我具體要求要有協調的單位、協調的部會，我們現在不是在討論組改嗎？政府組織再造的議題都已經討論得沸沸揚揚地，針對這麼大的題目，有一個新的專責單位來處理氣候變遷、永續產業的問題，我覺得很合適，不曉得兩位是怎麼看的，可以吧？這應該要有專責單位來討……,33,LCIDC01_1098301_00004
蘇巧慧,我先帶給你這樣的思維，張署長覺得呢？,34,LCIDC01_1098301_00004
蘇巧慧,我認為你們兩個要多配合。,35,LCIDC01_1098301_00004
蘇巧慧,我認為你要將這個意見帶回行政院好好地研究討論。接下來我們要討論廢棄物的部分，跟產業及環保相關，針對事業廢棄物怎麼去追蹤，以防止被傾倒，污染整個環境。在進入這麼大的事業廢棄物議題之討論前，身為一個媽媽，我先讓兩位看一下，你們可能已經很久沒有看到這樣的東西，這是塑膠玩具，孩子小的時候都應該有看過。請問張署長，這隻塑膠螃蟹可以回收嗎？,36,LCIDC01_1098301_00004
蘇巧慧,就以這隻來說，壞掉了、媽媽要丟掉，可不可以丟垃圾桶、回收？,37,LCIDC01_1098301_00004
蘇巧慧,林次長，這隻可以回收嗎？,38,LCIDC01_1098301_00004
