speaker,speech_text,speech_number,meeting_id
林淑芬,有，第(十)案。,1,LCIDC01_1092301_00003
洪申翰,（9時32分）主席、各位列席官員、各位同仁。我想先謝謝召委在今天的委員會即時安排溫管法，包括修法及氣體管制的專題報告。氣候治理其實是我非常非常關心的議題，剛才署長報告時也提到滿多溫管法在執行上遇到的挑戰，其實跟我的觀察滿相近的。首先，我想先來看一下環保署剛才有秀一張圖是關於第一期減量的推估。我們從臺大風險中心的一些分析，目前可以看到2018年的減量是因為當時空污防制的方案，包括替換工業鍋爐的部分有所貢獻，去年的貢獻是來自於大型燃煤火力的機組，包括減量、減燒，所以去年的燃煤、燃氣出現交叉的狀況其實有所貢獻。至於今年，署長說的沒有錯，確實目前看起來有可能可以達標，可是我想告訴大家先不要誤會了，今年預期的降幅其實最大的原因會是來自於武漢肺炎的疫情影響導致經濟方面的停擺，如果在正常沒有發生疫情的狀況下，我們其實離第一階段原本的管制目標會有一段距離，所以我們不能因為疫情導致的減量就心存僥倖，這是我第一點要說的事。第二、其實在3月我的總質詢中，張署長有談到第一階段減量的計畫之所以有所受限其實跟2015年當時通過溫管法的不足有很大關係，當時在現場我記得蘇院長也表示支持，到時候張署長提出修法版本送院時，行政院也願意來做一些協助，今天我其實想要針對目前溫管法修法的方向提出我的一些看法。首先，我想要提出第一個主張，這個主張是我認為我們應該在行政院成立一個氣候與能源會報，也就是說，溫管法其實應該參考食安法在行政院層級訂定食安會報的作法，為什麼應該這樣做呢？因為目前能源與減碳的工作其實是交由行政院的能源減碳辦公室來做一些幕僚的協調，我自己在能源減碳辦公室也做了三屆的專家委員，其實我很清楚知道能源辦的貢獻和限制。目前能源辦的狀況，坦白說，在氣候政策上的貢獻，我認為比較有限。所以也就是說，我們遇到了授權跟編制上不足的問題，我認為如果今天我們要來修溫管法的話，應該來參考食安法的做法。食安法第二十一條直接增訂食安會報，所以我們其實可以讓行政院層級的能源辦直接強化變成氣候與能源會報，讓我們的氣候治理有更明確的中樞神經，讓行政院三長之一做為召集人，找一位政委來當會報的執行長，這樣子在行政部門會比較有統籌性的規劃和協調，我相信會比現在更有利，才比較能夠打通信氣候政策的任督二脈。第二個主張剛才其實有講到，可是我認為關鍵是在細節裡面。確實，我們的部會過去在第一階段的過程裡其實看到很多部會在這裡面有推卸、推拖的狀況，所以我們必須把部會的一些權責明訂進去。今天現場來了一些部會，但是我必須說，主管占最大排放比例的製造業的工業局，今天居然只來了一位組長，從這邊就可以看到製造部門其實對氣候議題是用什麼樣的態度，所以在此我必須表達遺憾。我想請問工業局，未來有這麼多的重大投資計畫，都可能是增加排碳的巨大壓力，請問你們訂定了什麼最高能效或抑制排碳的最佳可行規範嗎？據我所知並沒有，你們現在在減碳工作上的努力其實非常有限，所以我不知道是否這是為什麼今天製造部門的高層不敢來現場的原因。所以我覺得在溫管法的修法上，各部會的權責架構一定要訂清楚，要明確寫進去，不要再有之前推脫、逃避的狀況。尤其很重要的一個點是關於預算分配的問題。像現在歐盟的綠色政綱其實很明確看到，他們把接下來綠色政綱裡面的四分之一預算都用在氣候行動上面，做為給各個國家不管是補貼、補助上很明確的資源分配，所以經費到位才有明確的計畫及減碳目標的達成。所以我希望接下來在權責上，怎麼把預算分配放進去，尤其包括政策工具，過去我們有很多其實是鼓勵的性質，接下來怎麼把它變成強制管制的性質，甚至是更明確的標的，其實就應該放入短中長程包括指定消減及減量計畫，都應該直接寫明進去，我希望環保署不要再客氣了，國際上都已經宣告現在是氣候緊急狀態，我覺得我們的氣候法規沒有辦法再「溫良恭儉讓」了。第三個主張確實是我們必須做到溫管法講到的調適與減緩並重的精神，目前氣候的變異看起來已經在所難免，很可能就會發生，所以必須用調適政策是刻不容緩。目前只有溫管法第八條很簡單帶到調適的部分，在法規上是非常不足的，所以我自己希望我們確實需要一個調適的專章，最重要的事情是，我們應該找到一個有指揮力的主管機關，目前這個主管機關是環保署，但我知道目前環保署擔起這個主管機關的責任非常非常困難，我們要怎麼找到這個主管機關？不然，其實再怎麼仔細訂定調適工作，只要主管機關的指揮力不足，其實後面很多事都不用談了，所以我自己希望至少有個專章，因為有些專家說我們是否應該要有個調適的專法，當然這樣更好，但至少在溫管法的專章可以明訂調適的政策工具，還有一些部會分權規劃的權責，尤其應該把五年一期的國家氣候變遷調適行動方案整合進來。所以我想要說的事情是，接下來我們很希望臺灣的調適工作必須大步向前，不能再像過去這幾年沒有太多的進展，我相信我講這個話很多部會的同仁沒有辦法反駁。接下來第四個主張是剛剛署長有講到的碳定價問題，碳定價的重點是我們要怎麼審慎的訂定，而不會引起社會太大的反彈，可是這個碳定價要具備企圖心。這個企圖心的意思，比方說我們從OECD、歐盟的例子來看，從2018年的研究可以看出來，至少每噸碳要定到30歐元才有可能產生行為改變的誘因。我知道目前環保署想訂定的碳費價格恐怕是遠低於這個數字，但我認為可以漸進的提高，請你們一定要有企圖心，而不是只是為了讓自己開始有一些經費運用就算了，我覺得這是非常非常難說服社會大眾的部分。最後是關於氣候的科學研究，目前臺灣的氣候科學研究是我們訂定政策規範、政策規劃的重要依據，但是現在很多資源是非常散亂的，這個散亂其實也讓很多部會不敢拿氣候科學的研究結果來做為他們重新規劃政策的前提。現行溫管法第十二條有規定，階段管制目標的執行，應該依據氣候變遷科學知識與相關科技的變遷做必要的調整。但是我認為不是只有條文上寫到的必要調整而已，而是所有的調適與減緩工作，都應該依據氣候科學的研究來訂定，也就是說，我們必須把科學研究跟直接的政策規劃給連接起來。我自己非常衷心的希望，如果這一次我們接下來要做修法，就不要再用那種殘補式的修法概念了，我們需要讓臺灣有一個完整的氣候體制法規，而這個氣候體制的法規是能夠解決未來我們會面對到的氣候問題，我覺得這是最重要的前提，所以我有兩個問題想要請問署長，第一，請問署長，關於修法部分，目前你心中的期程是什麼？第二，我們應該以確保達成第二階段跟第三階段的減碳目標，來回推現在該如何修法的實質效益，我不知道署長同不同意？也就是說，我們不要再做這種表面的作文比賽式的修法，我們應該仔細的去評估它實質上量化的效益是什麼，而且這個量化效益應該是定著在第二階段、第三階段減碳目標的達成，甚至超過上面。,2,LCIDC01_1092301_00003
洪申翰,甚至要超過，因為國際上越來越嚴格了！,3,LCIDC01_1092301_00003
洪申翰,署長，我想要提醒一點，我希望環保署也多跟外界做一些討論跟商量，包括公民參與的部分，我希望不要到最後只是形式主義的過水。,4,LCIDC01_1092301_00003
洪申翰,因為我知道環保署在這很多工作上面的為難及困難，這個我很清楚，環保署要怎麼去引用一些公民的力量，讓你可以在相關部會的行動方案上有更多的空間可以打開，我覺得環保署應該善用這件事情，我希望這是環保署接下來在設計這些參與機制時應該要把握的原則，應該讓公民的力量變為你的助力而不要變成阻力，好不好？,5,LCIDC01_1092301_00003
洪申翰,如果這樣，當然是比較好的事情，但是我希望這整套不是殘補式的修法，我們就完整的大修一次溫管法，讓氣候的治理有一套完善的法規，我希望能夠這樣。,6,LCIDC01_1092301_00003
洪申翰,好，謝謝。,7,LCIDC01_1092301_00003
蘇巧慧,（9時44分）主席、各位列席官員、各位同仁。署長，雖然您剛剛談過了，但可不可以請您再說一次，對於今年（2020年）我們本來預期希望能夠比基準年（2005年）的排碳量減少2%，請問今年的目標是不是可以達成，你有信心嗎？,8,LCIDC01_1092301_00003
蘇巧慧,這是減量哦？,9,LCIDC01_1092301_00003
蘇巧慧,我們看到的怎麼是增加呢？,10,LCIDC01_1092301_00003
