speaker,speech_text,speech_number,meeting_id
吳斯懷,"（9時21分）主席、各位列席官員、各位同仁。本席首先要肯定衛福部長時間以來因應這次疫情的辛苦，包括所有官員、基層、醫護及所有工作同仁都表現得非常好。但這段時間以來，疫情轉換成第二波攻勢，變成以境外移入為主，我們看看現在的數據，根據貴部的統計資料，居家隔離人數為2,755人，居家檢疫人數則高達八萬四千多人。我們所知道的這些數據多數都是回到家裡或社區，所以我們現在看到的問題是因為社區的管制人數急遽擴增，因此管控就容易形成破口。這麼好的政策、大家這麼辛苦，如果基層沒有管控好，到時候真正發生我們不願意見到的社區集體傳播，那就是一個真正危險的問題了。本席也知道衛福部現在有兩難，居家檢疫是由民政單位負責，居家隔離則是由衛生單位負責，為了要保護個資又不能通知管委會，幾十個社區裡有居家隔離者也有居家檢疫者，但管委會主委卻不知道，原因就是為了要保護個資。面對這種兩難的情況，請問衛福部有沒有具體措施既可保護個資，又可讓管委會知道，否則光是知道社區裡有人必須進行居家檢疫或居家隔離，但卻不知道是哪一層樓，也沒辦法管理，只靠里長、里幹事，恐怕是有困難的。",1,LCIDC01_1091901_00005
吳斯懷,這些情況我都知道，以居家服務員來講，他們到個案家裡去，每天平均五至六次都需要近距離接觸，包括幫這些需要被照護的人洗澡、翻身等等，現在已經有居服員被感染。他們事先並不知道個案是不是居家隔離或居家檢疫者，雖然社政部門及衛生部門要求受居家照護的家庭必須通報，但是他們卻不通報，目前這方面並沒有約束力也沒有罰則，而現在已經有居服員被感染，請問這部分有沒有相關具體因應措施？,2,LCIDC01_1091901_00005
吳斯懷,我相信你們有辦法，但我的想法是能不能落實到每一個居服員，否則這就是破口，他們那麼近距離的接觸，萬一服務回來之後變成可疑個案，也必須居家隔離的話，恐怕會影響他們的生計，而且會變成另外一個傳播管道，所以我希望衛福部及各地方衛生局能夠採取具體措施，不要只是在這裡官樣文章的回答，但實際上卻發生基層的破口，我們現在最擔心的就是基層的破口。再者，居家服務員每天都有五、六個個案近距離接觸，究竟他們的口罩夠不夠？雖然他們每天都有配發一個口罩，但是他們一天要照顧五、六個個案，甚至還要幫他們洗澡、翻身，在這種情況下，他們要不要更換口罩？這方面有沒有更具體、更落實的做法可以要求各縣市衛生局？,3,LCIDC01_1091901_00005
吳斯懷,你的答復並沒有回答我剛剛問的問題，他們每天平均接觸五至六個個案，如果幫一個老伯伯洗澡時口罩濕掉或髒掉的話，那要不要替換？所以應該依據他的工作性質和需求，避免他們之間相互感染。假設我做了第一個照護，接著又到第二家去，我的口罩如果髒了、被感染了，我沒得替換的，因此本席希望你們能夠更具體的去做。,4,LCIDC01_1091901_00005
吳斯懷,我相信你們政策上有做法，但是落實到縣市衛生局的時候，能不能做到因應即時的情況，照顧到這些居服員，讓他免於恐懼，也讓他免於變成防疫破口去傳播？我希望你們能夠做具體的回應，而不是做政策性的回應，這樣子才能真正落實照顧基層。,5,LCIDC01_1091901_00005
吳斯懷,好。本席再請教一個長照的問題，我們現在高齡人口的數量是逐年上升，這是一個不爭的事實。但是我們看到貴部的統計資料，長照機構的數量以及可以收納的人數在去年是下降的。請問，這是怎麼一回事？可否簡短答復一下？,6,LCIDC01_1091901_00005
吳斯懷,高齡人口的成長速度是不爭的事實，大家也都知道，這些長照機構包含你們規劃的進入社區卻是持平或者是些微的下降，但這是衛福部主要的功能，因為面對這個已經是事實的問題，如果不能採取具體措施，那顯然就是失職了。,7,LCIDC01_1091901_00005
吳斯懷,我希望衛福部能夠提供本席辦公室這些資料，我們很關心這個部分，希望我們的長照能夠真正落實到這些高齡人口，好不好？謝謝次長。,8,LCIDC01_1091901_00005
蘇巧慧,（9時31分）主席、各位列席官員、各位同仁。次長，我想大家上台，都會先跟防疫團隊及您致上最高的敬意以表示肯定，大家辛苦了，加油。所以，與其說今天是來質詢、質問，不如說我也想藉本席的這個時間和機會，希望有機會讓貴部針對社會大眾的一些疑問做更清楚的說明。首先，我想次長跟大家都已經看到，今天四大報的頭版、頭條都是「社交距離不足即將開罰」。顯然這是昨天記者會新的一個訊息釋出了之後，大家統統都在討論這件事情。本席也有看昨天的直播，其實所謂的社交距離細則如何，大家非常的有興趣，也把各國的例子都拿出來做一個比較，可是，從昨天的直播看得出來，其實我們應該是還在研議當中，還沒有直接到這樣已經可以具體規定並且使用罰則的階段，對吧？,9,LCIDC01_1091901_00005
蘇巧慧,就像現在應該居家檢疫卻還到處趴趴走的人要立刻重罰嘛，對不對？,10,LCIDC01_1091901_00005
蘇巧慧,但是，因為現在的疫情變化很快，跑得又快又急，所以，我們有指引先出，再來是輔導階段，最後開罰，可是這個時間也不可能拖太久，不然就沒有效果了，對不對？,11,LCIDC01_1091901_00005
蘇巧慧,對啊，所以我在這裡其實是想要最建議的是什麼？次長跟防疫團隊到底有沒有想過一件事，這個禮拜上班3天，從星期四開始至五、六、日，這個是上半年度大家最期待的春假，4天的連假，依照往例，這個長假裡面，我們不只是要祭祖，而且也要踏青，小朋友都好期待，終於又放假了，所以大家的生活型態是這樣子。那現在你們說，我們要有社交距離，應該要控制維護，這表示疫情已經到了大家是不是應該要保持距離的階段了。可是這4天裡面，大家一定都是跟家人團聚，次長，你能不能在這裡告訴我們，大家這個春假適不適合家庭聚餐？我要祭祖，叔叔、姑姑一定都會回來拜拜，大家可以一起吃飯嗎？昨天一個周末天氣好，看到好多人都出門踏青，這麼多人同時聚集在通風良好的郊外，這樣算不算群聚？,12,LCIDC01_1091901_00005
蘇巧慧,當然。,13,LCIDC01_1091901_00005
蘇巧慧,餐廳老闆已經說了，現在如果要保持社交距離，一張10個人的桌子，隔一隔之後大概只能賣4個人，那他不如不要賣算了。,14,LCIDC01_1091901_00005
蘇巧慧,家裡也應該要梅花座……,15,LCIDC01_1091901_00005
蘇巧慧,所以我跟我爸吃飯也要梅花座？,16,LCIDC01_1091901_00005
