speaker,speech_text,speech_number,meeting_id
林奕華,針對有關第九條部分，我是提議新增，因為有些部分事實上現在已經沒有在販售，舉例來說，據我知道，在學校裡面應該是不能販售的，不知道我的認知對不對？在我的認知上學校本來應該就是不能陳售，而陳售是包括陳列，就像大家看到販賣的部分；另外，我覺得像圖書館、博物館等，這些都屬於文化機構。再者是醫療機構，因為醫療機構本身是在維護大家的健康，所以我覺得它應該是不得承受的範圍；另外有較多民眾反映的，當然就是屬於大眾運輸的部分，因為大家希望盡可能排除二手菸的問題，所以我當然也把大眾運輸車站等放在裡面，但是免稅是免稅，免稅當然要排除在外。還有第五點，最主要是因為我自己本身有在教育體系服務過，發現在學校附近，尤其在國高中很近的範圍之內，就發現有在陳列像加熱菸跟電子煙的載具，真的是一出校門就看得到有地方在販賣，我自己覺得這部分因為就是在賣所謂加熱菸跟電子煙的載具，如果我們不加以規範，可能它就可以繼續出現在一出校門就可以看得到的範圍，這個部分看要怎麼來禁止，所以我才會列一個直線距離100公尺，其實100公尺是非常近的，並不算是很離譜的距離，就如同我剛剛講的，因為有些是出了校門口就可以看到的，起碼這部分是不是可以做一下排除。,1,LCIDC01_1118503_00003
蘇巧慧,所以今天衛福部這邊是由副署長主答嗎？還是次長主答？,2,LCIDC01_1118503_00003
蘇巧慧,主席，我想再表示一下，我從詢答的時候一直到現在，我的態度始終一致，我認為為了國民的健康，菸當然是抽越少越好，所以它的可近性不要太高，但我們不能昧於這個社會上有吸菸人口這件事情，所以請你們訂的法則是跟社會感情、社會的現實生活狀況有一定程度的連結，不要太過於違反，比如說我也贊成學校旁邊周圍學生是不應該可以輕易取得菸品的，但各位都沒有在日常生活嗎？學校旁邊便利商店所服務的不是只有學生，也有很多的家庭、有一般的人口，大家都沒有在社會行走嗎？在自己住家旁邊或是住在學校旁邊，你也是那邊的居民，至於位在那裡的便利商店要販賣什麼樣的物品，不是只提供給學生。對於行政院如果要提出這樣的版本，你們在修正的版本當中旁邊寫「按行政院版本通過」，但卻只有這樣的辯護內容的話，我非常不滿意，因為你們連林委員版本的意思都沒有搞懂，我們現在在討論的是第八條「陳售」，如何販賣菸品，所以林奕華委員的版本提出他的第七條和第八條都在討論如何販售，而後面是在講吸食啊！所以林委員的這條會出現在這裡，是因為他有加嚴，行政院版本的第八條所講的是販賣，就只有一條，然後是用負面表列有哪些哪些不可以；那林委員除了相對應的第七條不可以之外，他還加上了現在他自己版本的第九條，所以放在這邊，這是一個加嚴的狀況。但是否加到這麼嚴？這樣的狀況有可以的有不可以的，那你們應該要提出說明，怎麼會是讓其他委員這樣來做討論呢？你們這樣陷我們於不義，連你們自己都沒有搞懂版本，而且到底是要加強，還是不要加強？還有對國民健康、社會生活到底影響多大？你卻只有這樣的一句，我覺得我沒有辦法接受。,3,LCIDC01_1118503_00003
蘇巧慧,第八條在講販賣。,4,LCIDC01_1118503_00003
蘇巧慧,對啊！所以林奕華委員除了方式之外，他還加上地點，他是增加，同樣在講販售這件事情，行政院的是只有方式，那林奕華委員加上了地點。,5,LCIDC01_1118503_00003
林奕華,可以開一個店來專門賣加熱菸的載具嗎？,6,LCIDC01_1118503_00003
林奕華,所以這是不行的？,7,LCIDC01_1118503_00003
林奕華,等於說現在可以有這樣的商店是因為法還沒有通過，但是未來只要沒有拿到賣菸許可證的商店，就不能去開一個賣菸品載具的店。,8,LCIDC01_1118503_00003
林為洲,我們上一次已經有討論過載具的部分，我同意必要組合元件跟菸要連在一起，比如菸品不能促銷、不能廣告，這在第十條有明文規定，那麼載具也一樣，不能促銷、打折、廣告，什麼都不行，當然不可能會有什麼專賣店，像Apple專賣店一樣，現在國外到處有IQOS專賣店，就是賣載具，叫IQOS或是什麼牌子，我直接講出來了，把它弄得很fashion。但這部分以後要跟菸品連動在一起，菸品不能做的，載具也不能做，應該要這樣，我們認定它是必要元件，是連結在一起的必要元件，這是這個法要處理的，我們這一次把它處理。再回到剛剛林奕華委員所提到的，吸菸場所是一回事，對於賣菸場所，我是支持林委員奕華的提案，前三款沒什麼問題，因為那些都是要保護的地方，包括學校校園、醫療機構，現在是第四款可能會比較有問題，就是一般出入的大眾運輸場所、航廈，免稅商店不在此限，但是如果一般商店，包括便利商店可能都會被限制，這個可以討論。另外，我也支持第五款，學校附近要受到一定的限制，就是不要那麼近就能夠買到，在學校的相關法令裡面經常有這方面的規定，比如遊藝場所不能距學校多遠，即使是商業區，在學校附近也不能開遊藝場之類的；另外像太吵的卡拉OK，這些在醫院或是學校附近都會受到限制，因為有特殊的考慮，所以第五款我們也支持。第四款是可以大家來討論。謝謝。,9,LCIDC01_1118503_00003
蔡易餘,我們目前在討論這個條文，我覺得這件事情真的要去思考，像在其他國家，他們所謂不得賣菸的地方，是指把菸放在一個獨立的空間，這個空間是外界展示所無法看到的，所以基本上只要做到這樣，到任何便利商店或其他任何地方去看的時候，基本上是不會看到菸這個東西展示在外面。但是如果要進一步讓這樣的場所連賣都不能賣的話，我覺得我們修法基本上是要跟整個社會、整個生活有若干的符合，而不是靠一個修法而讓我們的生活有了天翻地覆的改變。所以我一直搞不懂為什麼衛福部會提出這樣的菸害防制法版本，我認為你們跟社會脫節，再者你們根本是胡亂搞啦！跟社會有很嚴重的脫節！說實在話，這個社會的大部分人都不喜歡抽菸，但是這個族群存在，抽菸的族群是存在的，那我們透過法律儘量遏止每個人抽菸，避免年輕人接觸到菸品，這都是正確的，但是你不能說這群人的存在就是犯罪，否則乾脆菸害防制法就規定把抽菸的人都抓去關！所以，對於衛福部提出這樣的版本，整部法律讓人家檢視起來，像我那天逐條來看，我覺得跟社會的落差會不會太大了？你們怎麼可以提出一個最高的標準，然後讓我們立法委員再慢慢跟你說這個怪怪的，或是那個怪怪的，這樣你們會不會跟社會太過脫節了？我認為大家要認真的討論，因為社會上就是有這樣的族群，他們去碼頭、車站不能買菸，會有類似這樣的情境。當然我們大家是做溝通，你們像是把菸藏在桌下，讓人家看不到，可是如果讓人家連買都不能買，不然他要去哪裡買？只能去免稅店買嗎？所以我以後要買菸，我都要買機票去澎湖？是這樣嗎？,10,LCIDC01_1118503_00003
