speaker,speech_text,speech_number,meeting_id
洪申翰,（9時24分）部長好。我今天想要跟你請教一個現在許多醫護人員都滿關心，也越來越多醫護人員來跟我們陳情的問題。部長，資安就是國安，隨著各類新興技術快速發展，網路系統與資訊安全受到的威脅越來越多，攻擊也越來越頻繁，部長同不同意這樣的觀察？,1,LCIDC01_1121301_00003
洪申翰,其實這段是小英總統的致詞稿。部長是不是也同意在目前高度資訊數位化的時代，我們必須提升現在資安跟防疫應變的能力來強化臺灣的韌性？部長同意嗎？,2,LCIDC01_1121301_00003
洪申翰,現在有一個狀況，這個月初我猜你應該看過這則媒體報導，部立桃園醫院所使用的資訊系統是中國研發的，甚至中國的網路駭客有可能駭入醫院的系統，大家看到這則新聞都很擔心。部長可不可以回答大家一個問題，現在部桃的資訊系統到底是不是中國的企業所研發？承包廠商是不是有中資或者是中國相關的背景？,3,LCIDC01_1121301_00003
洪申翰,不是嗎？,4,LCIDC01_1121301_00003
洪申翰,但是衛福部的新聞稿提到，發現電腦遭到植入惡意程式的狀況，而桃園醫院的新聞稿寫到的是，有十二部主機遭到駭客入侵，且這次主要是針對外網，可是他這次駭你的外網，那下次呢？下次駭你內網？醫院在行政院的國家關鍵基礎設施安全防護指導綱要當中，現在應該是納入關鍵基礎設施，沒有錯，對不對？,5,LCIDC01_1121301_00003
洪申翰,對於這樣的資訊狀況，部長覺得我們該怎麼處理？,6,LCIDC01_1121301_00003
洪申翰,部桃算是嗎？,7,LCIDC01_1121301_00003
洪申翰,部長，我聽懂你的意思，但是現在我們看到衛福部發一篇新聞稿澄清，也看到部長在媒體上回應說，確實這是比較舊的系統，所以現在尋求機會更新，據目前所知，應該有一些處罰。可是經過將近一個月後，現在這家被爆料的公司自己發聲明說他們沒有被處罰，所以實際狀況到底是什麼？,8,LCIDC01_1121301_00003
洪申翰,所以不是處罰這家公司？,9,LCIDC01_1121301_00003
洪申翰,可是我必須說一直到昨天都還接到院內的員工告訴我們，部桃的護理資訊系統，即一般稱的NIS系統，其實就是來幫病人進行身體監測、護理計畫及護理評估的系統，從部長受媒體訪問到現在都還沒有更新，還是有當機的狀況，已經造成影響病人的狀況，目前也不見任何積極的更新。我知道部長剛才表達了態度，這個部分應該要好好處理並改善，我都聽得懂，可是一直到現在我們還看到部桃處於這樣的狀況。從政府採購網的公開資訊得知，光這個月桃園部立醫院無法決標的案件，包括新屋分院機房設備異常、緊急警報監控系統、外部防火牆及資訊安全管控系統汰換等，很多相關的資訊系統都沒有辦法找到合適且有資安風險管控能力的廠商發包出去。相關事件已經經過很長一段時間了，一直到今天我在這個地方質詢，看起來問題還是沒有辦法被有效地改善，沒有辦法找到適合、有能力的廠家替大家解決問題。不管它後面有沒有大家質疑的中資問題，可是看起來還是這個狀況，我也相信恐怕部桃不是唯一的案例。部長剛才講的沒有錯，你的態度是這樣，可是實際上衛福部面對全臺灣已經作為關鍵基礎設施的這些醫院，你們給他們的資訊協助是什麼？部長可不可以說明一下？還是只是就交給他們自己趕快去做而已？,10,LCIDC01_1121301_00003
洪申翰,現在這個狀況呢？從3月媒體爆料事件到12月，一直到現在看起來部桃整體的資訊狀況不佳，昨天他們還跟我說他們的NIS系統出現非常大的問題，已經影響到病人，看起來這個狀況沒有得到很好的協助，按照剛剛執行長講的，我覺得有很大的落差。,11,LCIDC01_1121301_00003
洪申翰,我今天提供的這些資訊不是那麼簡單，而是很多院內的同仁出來跟大家提醒，甚至爆料的事情，如果按照這個狀況來看，恐怕執行長或者是醫福會需要重新檢討監控大家的管控方式，也恐怕不是跟上層主管談一談就能解決。你跟上層主管談一談是不是真的能夠發現問題、解決問題？既然你們都知道這方面比較弱，也知道系統比較老舊、沒有更新，雖然剛才說這次沒有所謂被駭的事情，也許這次沒有，可是這次事件讓大家知道，假設駭客要利用相關的程式是有能力做到更進一步的，而它是關鍵基礎設施，現在看起來作為不足，管理強度與監控能力也不足。,12,LCIDC01_1121301_00003
洪申翰,到目前為止，還是有問題的！,13,LCIDC01_1121301_00003
洪申翰,也就是你們有成立一個專案小組特別處理這件事情，是不是？,14,LCIDC01_1121301_00003
洪申翰,我們真的希望這個動作可以趕快，好不好？,15,LCIDC01_1121301_00003
洪申翰,不然這個事件，不管大家是不是有中資的問題，不管是不是有被駭客駭入，實際上造成資安問題，我覺得大家現在對資訊系統的信任，坦白說目前看起來是很低的，院內發現到很多問題，我猜也不只是部桃而已，恐怕是很多都有相同的問題，部長，你覺得整體來看，至少就關鍵基礎設施優先的話，可以多久時間來改善？,16,LCIDC01_1121301_00003
洪申翰,大概多快？,17,LCIDC01_1121301_00003
洪申翰,3個月？,18,LCIDC01_1121301_00003
洪申翰,3個月，OK。,19,LCIDC01_1121301_00003
洪申翰,不管怎樣，我還是要強調，因為這件事情涉及關鍵基礎設施的一些狀況……,20,LCIDC01_1121301_00003
洪申翰,我覺得就儘速來加強，包括經費等等，就立法院來說，我們一定大力支持。,21,LCIDC01_1121301_00003
洪申翰,可是要改善這樣的狀況，好不好？,22,LCIDC01_1121301_00003
洪申翰,好，謝謝。,23,LCIDC01_1121301_00003
蘇巧慧,（9時36分）部長，今天想要跟你討論一下，現在在網路上、坊間常常看到的一些新興的課程療效，想先請問部長幾個不管對藥品或者美容這些事務的規範，其實滿清楚都有法律規範，請問如果保健食品上寫，吃了這個保健食品可以改善偏頭痛，這個廣告可以嗎？,24,LCIDC01_1121301_00003
蘇巧慧,如果寫提升身體免疫力，這可以嗎？,25,LCIDC01_1121301_00003
蘇巧慧,可是是維他命等等，吃了以後可以提升免疫力，這樣可以嗎？,26,LCIDC01_1121301_00003
蘇巧慧,所以可不可以讓它寫這樣的廣告？如果在網路上、Facebook跳出來說，吃了這個維他命、吃了這個保健食品，保證你增加免疫力，讀書都不會累，上班都不會累，這樣可不可以？,27,LCIDC01_1121301_00003
