speaker,speech_text,speech_number,meeting_id
賴惠員,（9時10分）部長早安。去年指揮中心宣布移工暫緩移入之後，到7月時移工人數已經跌破70萬人，尤其今年8月、9月也陸續地下降，已經快跌到68萬人。但是相關的產業發展還是需要移工的協助，特別是社福移工還有產業移工都面臨到很大的困境，尤其鄉下人比較習慣不讓長輩到機構，而是在家裡，因此社福移工就是我們非常重要的人力支柱。本周四（4日）本委員會有排定專案報告，你是否會在周四（4日）向本委員會提出開放移工入境的方案內容？,1,LCIDC01_1109801_00004
賴惠員,是朝向開放的角度嗎？,2,LCIDC01_1109801_00004
賴惠員,若目前朝向開放，這些移工會以打過疫苗的優先，還是這是一個必要的條件？,3,LCIDC01_1109801_00004
賴惠員,部長，其實很多國家的疫苗護照是造假的，這點要非常小心。,4,LCIDC01_1109801_00004
賴惠員,所以也會跟衛福部的疫苗護照一起接軌並做比較完整的配套，是不是？,5,LCIDC01_1109801_00004
賴惠員,"接下來，基本工資漲幅在五年來算是最高，失業率也連三降，顯然在疫情趨緩的這段時間好像露出了曙光。自小英總統上任以來已經連續第六度調漲基本工資，月薪也從2萬4,000元調漲到2萬5,250元，漲幅達5.21%，這對勞工是很大的鼓勵。在此請教部長有沒有信心恢復到疫情前你所控制的失業率標準？",6,LCIDC01_1109801_00004
賴惠員,你覺得有熱絡起來？,7,LCIDC01_1109801_00004
賴惠員,"我們要為你們加油，我們知道勞動部在這段時間做了很多的調整動作。因為經濟因素，周工時未達35小時的人數一直攀升，顯示部分工時的受僱者受到疫情很嚴重的影響，基本上他沒有失業，可是他被砍班。今年5月疫情以來，跟去年的同期做比較，今年5月、6月跟7月是疫情最嚴重的3個月，我們也受到很多的影響，尤其在6月份的時候，周工時未達35小時的人數攀升到高峰，這是近年來最高的。在此跟部長請教基本工資調漲配套方案的初步內容，經濟部表示已經出爐，初步協商結果是補助投保薪資級距2.4萬元到2萬5,250元每人1,000元，而領時薪的上班族則以每月70小時估算，每人補助560元。依經濟部王美花部長所說，這次補助針對受疫情影響最大的農業、服務業及受疫情連帶影響的製造業。相對來說，你們看到的這些行業都補貼了，可是你們還看不到體育、健身、交通運輸及藝文相關產業，其實他們是受疫情影響最嚴重的，他們是最早關、最慢開的，政府應該要有相關的作為。本席建議，是不是可以跟這些相關的事業主管機關再行討論把補助的範圍拉大？",8,LCIDC01_1109801_00004
賴惠員,這些產業面臨到最大的困境，他們最早關、最慢開，所以產業的復甦還需要很長的一段時間。此外，我知道你已經宣布補助以半年為主，可是問題是你的基準會用哪個區間？是從5月開始還是7月、8月？或是以9月為主？,9,LCIDC01_1109801_00004
賴惠員,都不排除啦！就是延長到一年也有可能。大家都非常清楚消費者物價指數創新高，基本工資已經調漲，可是年金給付有沒有做滾動式調整？我們從勞保條例第六十五之四條來看，明文規定得非常清楚，當消費者物價指數累計成長率達正負5%時才符合成長率的調整。上次調整是108年，從101年到107年期間，消費者物價指數（CPI）累計成長率達5.14%。軍公教退休年金是4年調整一次或物價指數超過5%時會調整，目前行政院已經宣布軍公教退休金會調整，而部長身為勞動主管機構，是否有幫勞工退休給付爭取增加？或是會啟動研擬機制？,10,LCIDC01_1109801_00004
