speaker,speech_text,speech_number,meeting_id
吳玉琴,謝謝司法院對第七十四條的修正，因為當時在討論的時候，我對這個條文就是覺得有點不安，因為它其實跟第五十七條、第六十一條、第六十五條都有相關性，所以當時對整個法的完整性跟連貫性是有點擔心，那時候特別請司法院檢視整個精神衛生法裡面條文。應該說司法院在介入相關的裁定過程中或抗告過程中，有關病人的權利義務以及到底要不要繼續治療，這個是滿重要的。所以前面雖然法院裁定或抗告期間是可以繼續治療，我們之前的條文針對緊急安置的過程或在申請法官保留原則的過程中其實是繼續治療的，但是病人只要一抗告，法院認為他抗告有理，整個治療就要停止。我覺得這樣比較能夠把三項裡面的內涵都訂清楚，就是在下列裁定不服提起抗告……我覺得這個文字不太對，這裡是規定「不在此限」對不起，我覺得這本的文字怎麼跟我之前看的文字不太一樣耶！,1,LCIDC01_11110401_00013
吳玉琴,謝廳長，我原來看到的文字是「但對法院所為下列裁定不服提起抗告期間，不得繼續為之。」可是現在這個版本是寫「不在此限」，那應該是哪一個版本的文字？對不起喔！,2,LCIDC01_11110401_00013
吳玉琴,因為我的版本看到的是「不得繼續為之」，那麼是後來又改了文字。,3,LCIDC01_11110401_00013
王婉諭,應該是說，如果要在社區辦這些機構或團體的時候，常常會遭受地方的抗議，很多時候我作為民意代表又或者是作為公職人員的情況下，仍然跟民眾站在一起去抗議這樣的事件，我們希望能夠解決這件事情，當然如果衛福部覺得用罰則是有困難或是太過強烈的話，我們是不是應該要有一個類似的方案或是計畫，或是怎麼樣來進行，如果有的話，主管機關要擔任什麼樣的角色，並且讓這些人能夠慢慢對於身心障礙者的知能是可以增加的。衛福部能不能說明一下，假設未來遇到這樣的情況會怎麼樣去處理？,4,LCIDC01_11110401_00013
吳玉琴,主席，我的資料是在第48頁，我新增的那個條文，就是原來第二十四條那天有決定是放在第二十五條，就是提供病人照護服務之機構，遭受居民以任何形式反對者，地方主管機關應協助其排除障礙。這個是賦予地方政府有責任要去排除設立的障礙，跟王委員提的社區的排除其實是有相關的，我們當時是責付地方政府要去協助排除障礙，我本來也是在想要不要去訂定罰則，可是我們是賦予地方政府的角色，然後地方政府又罰地方政府自己，這樣怪怪的，所以後來我也沒有很堅持一定要再訂個罰則，而王委員在談的那個部分，我覺得我們應該更積極的去處理，地方要積極介入，就是社區居民對於照護機構的歧視或是不理性的對抗，地方政府應該要積極去介入，我想這個可能是比較積極的作法，我們上次已經通過這個條文，也放在第二十五條吧！郭專門委員明政：跟委員報告，關於吳委員玉琴等16人提案增訂的條文，在協商階段，我們還是先暫時訂定在第二十五條，等到院會要進行二、三讀的時候，到時候議事處才會整個調整過來，不過，這個我們在協商結論會寫到，謝謝。,5,LCIDC01_11110401_00013
王婉諭,我可以接受先不定罰則，但要請中央表示一個立場，當我們在處理而縣市政府如果沒有積極作為時，中央應該要介入輔導、監督和推動。,6,LCIDC01_11110401_00013
吳玉琴,這條因為當時第二十一條是保留的，文字也還沒確認，所這部分做了保留，關於罰則其實都參考過去未立案機構的相關各法，處罰的額度大概都是這樣，基本上我們支持行政院版本。,7,LCIDC01_11110401_00013
王婉諭,第八十一條希望保留，因為第二十八條我和吳玉琴委員都有提出修正動議，因為當時其實還有一個不盡扶養人扶養責任的部分，它應該要回到原本民法的責任就好，而不是課予照顧精神障礙者的加重處罰，所以我認為第八十一條應該要先保留，等一下再回頭處理第二十八條的修正動議。,8,LCIDC01_11110401_00013
吳玉琴,我們上次有提出來過。,9,LCIDC01_11110401_00013
吳玉琴,確實第二十八條在我們委員會討論時通過了，但通過之後，我和王婉諭委員都有收到來自家屬的聲音，覺得增訂了第二款，「有扶養義務者經通知後，無故未盡扶養義務」，增加之後其實課以家屬比較大的責任，這尚有討論的空間，所以我有提再修正動議，可能王委員也有提再修正動議，這條跟第二十八條連動，才建議這個罰則先保留，下一次……,10,LCIDC01_11110401_00013
