speaker,speech_text,speech_number,meeting_id
吳玉琴,同意凍結100萬元。,1,LCIDC01_1112602_00003
洪申翰,署長，坦白說，我覺得要很嚴正的針對第6案這件事情在委員會上進行直接的表述。首先，此案是涉及關於空污費率要不要調整的問題，我想其實署長很清楚知道，我把幾個資訊在委員會上面提供：第一個，我們原來2020年要達成的空品目標，其實已經預計要延遲3年，原本說2020年要達成年度15微克的目標，已經確定要延遲3年。第二個，WHO在今年其實已經把空品目標從原本目標又再加嚴，我想這件事情幾位署長都很清楚。第三個，如果我們今天去問學界，包括產業界、環工界，臺灣的空污費率到底高還是低？還是OK？我想所有的人都會跟環保署說，我們臺灣的空污費率是太低、太低的，我認為這個答案幾乎是共識，包括連產業界都知道臺灣的空污費率是太低的。所以環保署自己委辦的環興顧問工程公司，針對空污費率的研究也很清楚說明，恐怕我們的空污費率必須提高到4倍至6倍，才有辦法期望讓廠商去用最佳可行性技術的空污防制設備，達到這樣的效果，才是一個有效的空污費率。簡單來說，環保署委辦的環興都很清楚講了，我們現在的空污費率可能是有效費率的4倍到6倍以下，這些資訊我想大家都是清楚的，但是我要講，在這個案子上，我有一個非常、非常強的被騙的感受。我們在討論空污費用是從去年9月開始，一樣是在去年審預算的時候，署長一開始跟我說，因為你們打算是夏天要調降、冬天要調漲，後來在委員會上，大家認為這不應該，署長說不會！夏天不會調降。去年同樣這個時間在審預算的時候，你們來跟我說你們會做，所以我聽了你們的話改成主決議，我被你們說服了，改成主決議；可是經過一年以後，一樣沒有調整，而且我要跟署長說我更生氣的地方，我看到你們拿出來的理由是因為疫情。說實話，我跟我的助理說，當我看到你們拿出來的理由是由於疫情的時候，我有一個非常、非常深刻受到羞辱的感覺。請問我們固定污染源的空污排放是來自於觀光業還是來自於服務業嗎？我們固定污染源的空污排放明明就是來自於製造業，製造業在疫情期間旺到不行、訂單接不完，GDP現在已經要調漲到6%了，他們怎麼可能會繳不出原本就偏低的空污費率？但你們居然會在說帖上面寫因為疫情所以不調，甚至後面再加一個因為地方政府的空污防制計畫。空污費率的調整是為了要透過經濟工具去達成更好的空污防制設備，廠商才有動機用更好的空污防制設備，我想請問這跟地方的行動有什麼關係？地方政府會去收空污費嗎？我看到你們拿出這幾個理由說要緩徵，你們說要先停下來，我說實話，我真的很難想像你敢把這樣的理由拿到國會來，這有任何道理可言嗎？我再講一件事情，其實你們一直說空污基金要不夠了，在我們不斷討論空污基金運用的時候，你們都私下來說空污基金要不夠了，所以今年做什麼事情？今年第一次做了這件事情，就是將25億元的公務預算撥補到空污基金，這代表什麼？這代表照理來說應該要跟這些製造業大戶收的空污費，你不收，居然拿全民的稅金來撥補，你等於是要拿全民的稅金來幫這些製造業大戶cover他們應負的責任！這整個都亂了套了，署長，這整個都亂了套了，你該收的不收，你明明知道不夠，卻拿全民的稅金來填這個洞，明明該是這些製造業大戶要支出的，他今年大賺，明年也會大賺，他有什麼付不出來的理由？而我們的空品目標delay了，WHO也在加嚴空品目標，這些種種的理由放下來，我看到你們提出來的說帖時，我真的有非常強烈受到侮辱的感覺，你們為什麼會覺得這樣的說帖可以過關？我真的不懂，你們怎麼可能會覺得那個說帖可以過關？我不好意思講，你是不是把國會議員當白癡？,2,LCIDC01_1112602_00003
洪申翰,署長，你們要檢討地方的空氣污染防制計畫（SIP）沒有人反對，可是檢討地方SIP跟空污費率的收費其實是不相干的事情，因為地方並沒有要去收費，這是獨立的防制作為。你剛剛把碳費這件事情拿出來說，第一個、碳費是針對溫室氣體，空污費率則是針對粒狀物，本來就是不一樣的項目，你說如果一併強化了某些空污防制的作法或改善製程，兩邊都可以有改善，沒有錯，可是它本來的標的就是不一樣的，而且基金的收費尺度也差很多，其實就算加收可能就是幾億元的事情，而碳費的部分可能是幾百億元的事情，是完全不一樣的尺度概念。去年我們就在這個地方談到這個問題，您跟我說你會做，後來整年都沒有做，這中間也沒有任何一位環保署的同仁來告訴我為什麼後來不做了，我就在12月的報紙上面看到你們拿疫情作為理由說要暫緩這件事情，疫情怎麼可以是理由？就因為疫情，這些固定污染源的排放源、這些製造業明明大賺，怎麼可以隨意拿疫情來搪塞呢？從去年9月開始到現在，我參與整個過程，我要表達非常非常嚴重的不滿，我覺得這是亂了套了，把不相干的事情全部都混在一起，變成一個理由，然後拿這些理由來國會，這怎麼可以接受？我再講一件事情，我們這段時間一直跟大家講空污的問題，我們到中南部去，中南部的朋友、環保團體的朋友只要問說原本不是說好要調空污費，怎麼沒有調？我們就被洗臉了，這是我直接就發生的事情，我有辦法跟他說其實我們不用調嗎？我可以跟他說其實我們費率已經夠高了嗎？沒有！所有的資料、所有的專業者、所有的從業者、所有的產業都知道我們空污費費率是太低的，我根本拿不出一點理由出來講，這是我非常非常沒有辦法接受的事情，所以我還是想保留這個案子，謝謝。,3,LCIDC01_1112602_00003
蘇巧慧,我稍微補充一下，我能夠深切理解洪申翰委員的感受，這一年努力推動的方向沒有被完成的失落，這可以理解，而且我們也贊成要在空氣品質保護的狀況下，能夠訂定這樣的草案標準，這個我完全贊成，空污的費率應該要調整，我也完全贊成。只是剛剛在討論過程中有提及到疫情，有關受到疫情影響這件事，我來自中小企業區，工廠非常多的地方，而且都是製造業，所以我稍微補充一下。我想受疫情關係這句話，其實不是只有受到疫情停業、不能運作，像服務業這樣的類別，剛剛說製造業都大賺，以我的選區來講，製造業賺，訂單多是沒有錯，但是所謂受疫情的影響，包括像航班整個都大亂，所以貨運要出去很難，運費也會調升非常多，因此訂單的利潤也都被吃掉了。如果在這個時候有大幅度的狀況，對中小企業製造商來講，確實也會考慮一下啦！坦白講我們也會考慮一下。我要表述的是，我是百分之百支持這個大方向，我也希望臺灣的空氣品質能夠更好，這個草案應該要訂定，但我只是替環保署剛剛的說帖講一小句話，其實不是替環保署，是替我選區的中小企業廠商、製造業說，去年確實是辛苦的，所以如果有任何收取的稅率要調整等等，我們都會多所考量一些。當然這是洪委員的案子，所以要看洪委員，但我有個建議，既然環保署有做比去年更多的進程，我們的方向也是一致的，當然這可能要看等一下洪委員的態度，如果還是要送協商，這個我沒有意見，我只是提出意見留為紀錄。就是有沒有可能在一個適當的期程，儘快提出這個草案的規劃方式，讓我們能夠比去年更進一步的以白紙黑字寫下打算怎麼進程。因為我的案子跟碳費有關係，所以確實有空污費和有碳費，這樣雙重會加上去，再加上剛剛說的中小企業感受，我希望能夠有整體的規劃和考量，不要只是空污歸空污、碳歸碳，既然大家都要保護的話，在考量時請把大企業和中小企業的不同的狀況也做因應，所以我希望是有規劃期程的部分。最後，因為這是一般行政，1億元是否會造成影響？環保署可能要提出說明。我要再說一次，我支持洪委員這個空污的草案一定要提出來，而且應該是朝調高的方式，這個是我贊成的方向。以上說明。,4,LCIDC01_1112602_00003
吳玉琴,這個案子如果要保留，當然還可以再做一些溝通，但是這個凍結案是不是排除人事費用的一個凍結？我想一般來講，因為這個凍結金額還滿高的，所以是不是人事費的部分可以排除這個凍結的範圍？就相關的業務費來凍結。,5,LCIDC01_1112602_00003
洪申翰,我覺得我們可以這個案子先保留後再談這個事情，我覺得是可以討論。其次，我也同意有些大的產業跟小的產業可以分級距把它分開，這事情其實我也同意。只是我覺得，第一個，這個事情應該要往前走，我自己參與過去一年半的過程裡面，確實有我不太能接受的地方，但是要做得更細緻，大的或小的要把它分開，這件事情我同意，等一下這部分我們可以再討論，當然我不會動到你們的人事費，請放心。,6,LCIDC01_1112602_00003
吳玉琴,是劉建國委員的提案，他是同意併案，現在改主決議，是不是？,7,LCIDC01_1112602_00003
吳玉琴,還沒簽字？要補簽就對了？,8,LCIDC01_1112602_00003
吳玉琴,同意。,9,LCIDC01_1112602_00003
吳玉琴,對，只是要補簽字而已。,10,LCIDC01_1112602_00003
