speaker,speech_text,speech_number,meeting_id
蘇巧慧,（9時16分）主席、各位列席官員、各位同仁。如同主席說的，明天是護理節，所以我們在這裡不但要向護理師及所有的醫護人員致上最高的敬意，不管是我們立法委員或是衛福部的各位同仁也辛苦了，我們繼續把這個政策做好，希望能夠照顧第一線的醫護人員。本席的質詢一向是長期追蹤，所以今天一開始我要再次跟次長請教，本席在4月15日對薛次長質詢的時候有提出兩點，第一個是請衛福部調查各縣市政府衛生局分發各醫療院所口罩的分配及狀況，並輔導給予各個人員，因為那時候就接到很多醫護人員說到現在都還只有一天一片，所以提出這樣的質詢，並且在該次會議當中，本委員會共同作成了一個臨時提案，也經過衛福部同意，請問衛福部就這個題目現在調查了嗎？完成了嗎？有改善嗎？因為我們現在還接到陳情人說還是有這樣的狀況，不曉得進度如何？,1,LCIDC01_1094202_00005
蘇巧慧,次長，跟你說明一下，我們都知道衛福部有分配及了解，上次在做臨提的時候，大家也都同意衛福部已經有按照需求發下去了，現在的問題是如同前次質詢一樣，是到第一線時的分配狀況也許並不如同你在上面所分配的狀況，所以需要你去調查，上次你們也答應了，我們是希望這個調查能夠完備。,2,LCIDC01_1094202_00005
蘇巧慧,對，所以我們希望繼續，表示我們持續追蹤，這是第一個。第二個，一樣是我們上次也說希望衛福部要確保醫療照護工作人員在COVID-19擴大採檢時，應給予有薪假，上次衛福部也說這是一個正確的政策，一定會照這樣執行，但截至目前為止，我們依然聽到有陳情進來說該院所還是沒有做，所以這一樣是在上次的調查當中，我們希望衛福部能夠儘速完成這個調查。以上這兩點是我持續追蹤的，希望次長能夠儘速把調查報告完成。,3,LCIDC01_1094202_00005
蘇巧慧,接下來，既然今天我們要討論因應疫情之後，能不能落實完成醫療分級，我想先請教次長，我們喊醫療分級這麼久了，到現在還沒有辦法最大落實，你覺得問題到底在哪裡？現在因為這次疫情的關係，看到大醫院真的是很空曠，跟平常門庭若市的狀況差很多，是因為我們的醫療分級做好了，所以大醫院都沒人嗎？顯然不是嘛！你認為因為這次疫情的狀況就可以把醫療分級做好了嗎？,4,LCIDC01_1094202_00005
蘇巧慧,你提到的可近性、信賴度，再來呢？,5,LCIDC01_1094202_00005
蘇巧慧,沒錯。,6,LCIDC01_1094202_00005
蘇巧慧,次長，我們講白話一點，其實看醫生是一個習慣，我對這個醫生有沒有信任會影響我未來是不是一直繼續看這個醫生，所以這次疫情是一個很好的機會，我們重新建立民眾對基層診所的信賴度，而這個習慣能不能夠繼續維持，也許就是我們醫療分級一個成功的契機，所以我在這裡真的很想提出如何利用本次機會做到社區診所升級，並且實現在地照護、醫療分級這樣的狀況，我認為剛剛說的信賴度已經產生了，可近性是本來就存在社區醫院的，那麼現在有一個問題是：這些診所是不是真的能夠讓社區需要看病的人有方便度？這就牽涉到它的硬體設備，其實有很大一部分是無障礙設施，尤其是在高齡化社會，不是只有身心障礙，甚至包括長者都應該要可以有就醫的可近性，可是次長看看民間的調查報告，54%的診所是輪椅連診所大門都進不去，甚至連去年4月監察院的報告也是說只有36%診所有無障礙通道，27%有無障礙廁所，甚至609家高齡友善健康照護機構認證裡面只有一家是診所，次長看到這個數字，你覺得長輩、行動不方便的人會把診所列為第一優先的醫療機構嗎？我認為顯然不會，因為光是方便度就不行了，次長覺得呢？,7,LCIDC01_1094202_00005
蘇巧慧,可是營建署在2016年召開會議，依照其修正的既有公共建築物無障礙設施替代改善計畫作業程序及認定原則，診所是納入公共建築物，本來就應該要有的，雖然可以有替代方案，但是本來就應該要有無障礙設施，但是當營建署去問醫事司的時候，醫事司沒有出席開會、沒有發表意見，是放棄了主管機關的立場嗎？還是醫事司有什麼想法嗎？,8,LCIDC01_1094202_00005
蘇巧慧,是啊！,9,LCIDC01_1094202_00005
蘇巧慧,復健科而已，不是一般診所。,10,LCIDC01_1094202_00005
蘇巧慧,也只有中醫跟牙醫啊！,11,LCIDC01_1094202_00005
