speaker,speech_text,speech_number,meeting_id
王婉諭,主席、各位列席官員、各位同仁。時代力量黨團提出勞動基準法第七十九條及第八十條之一條文的修正，主要是因為現行的條文授權主管機關得審酌裁量違法事業單位之規模、違反人數及違反情節加重罰鍰，但是其實我們可以看到有些事業單位一再違反勞動法令，屢罰不怕，而且成效不彰，所以我們希望為了能夠落實違反勞動基準法的加重裁罰標準，因此我們將「得」參酌改為「應」參酌，是希望能夠更加的明訂並且落實勞動基準法。另外，我們針對違反勞動基準法之事業單位及雇主，我們認為由主管機關公布的資訊應該要更加清楚的明訂，包含違反事業主的名稱及負責人的姓名，還有處分公告日期、處分字號、違反法規、違反事實、裁罰金額，以及次數等，就這個部分其實中央和地方目前在實務上的公布情形有不一致的情況，所以我們很希望能從法條這邊來著手讓它能明確清楚的定義違法之後應該公布哪些資訊，所以為了能夠加強我們資訊公開的透明情況，所以我們提出第八十條之一的修正案，希望這些部分都能明確化、一致化，以及違反勞動基準法的裁罰標準都能夠清楚的定義，並強化勞動基準法的落實。謝謝。,1,LCIDC01_1094701_00002
蘇巧慧,（9時16分）主席、各位列席官員、各位同仁。次長，我們勞動部從4月30日推出勞工紓困貸款，開辦兩個禮拜有54萬名勞工提出申請，超過你們原本規劃的50萬人，所以你在上週四（5月14日）也宣布加碼50萬名，現在看起來到上個禮拜五的下午五點，申貸件數已經近70萬件，而且核貸也已經超過30萬件，這個數字沒有錯嘛，對不對？所以我在這裡要先跟勞動部各位辛苦的工作同仁致謝、致意，也請大家繼續加油，這是第一點。,2,LCIDC01_1094701_00002
蘇巧慧,不過，我就從勞工紓困貸款接續往下走，我今天想為新住民朋友說幾句話。次長，我們的勞工紓困貸款新住民朋友可以申請嗎？,3,LCIDC01_1094701_00002
蘇巧慧,所以新住民不可以申請。可是我讓你看看我們勞動部提出非常多的確不錯的紓困計畫以協助各位勞工朋友，大致可分為兩大類：充電再出發訓練計畫、安心就業計畫，這些新住民統統都可以申請，但為什麼自營作業者、無一定雇主者的補貼和勞工紓困貸款這兩類偏偏不行？請問次長這兩個的區別條件有什麼差別？,4,LCIDC01_1094701_00002
蘇巧慧,你簡單講，我才只有幾分鐘的時間。,5,LCIDC01_1094701_00002
蘇巧慧,這些我都知道，所以這兩個差別……,6,LCIDC01_1094701_00002
蘇巧慧,那前面這項自營作業者或無一定雇主者的補貼呢？,7,LCIDC01_1094701_00002
蘇巧慧,好，我知道你的意思是我們的資源有限，所以是從國人優先，最主要一句話就是這樣，那請問勞動部是否統計過如果我們新住民可以適用自營作業者或無一定雇主者補貼的人數有多少人？我告訴你移民署曾經統計過，大約有五千多人而已，所以只有五千多人真的會影響這麼大嗎？我今天之所以要來特別跟你討論針對你前面剛剛所說的那兩個計畫，為什麼我認為可以研議加入我們新住民朋友適用的原因是，這整個紓困方案最重要就是要補助弱勢的勞工朋友，所以前面這項補貼，他必須要有勞保，也就是他要有工作，第二個勞工紓困貸款也是要有工作事實，所以基於這兩個前提就能夠適用，即便他是或不是新住民，他都應該是有工作的人，也就是廣義的勞工，身份別是第二個項目。我們來看今天我認為我們新住民朋友可以適用這兩個計畫的原因有二：第一個、是我們都清楚新住民要歸化國籍前，會有長達4到6年的期間才有辦法取得中華民國國籍，這是因為申請歸化要有合法居留的事實，也就是每年183天且要連續幾年，甚至要提出喪失原有國籍證明等等，所以這是一個4到6年的期間，對不對？可是在這4到6年的空窗期，他可以工作，而且他有納保，有勞保、有繳稅，所以他有工作而且有繳稅。第三、我們來看看他的經濟狀況大概如何？我們就看內政部107年新住民生活需求調查報告，一樣是政府單位做的調查，在這份報告裡面，一半以上的新住民就業者，主要的工作只有收入2萬元到3萬元，而且還遠低於我們一般受僱員工全年總薪資的中位數，而且這2萬元到3萬元，主要是從事什麼行業？次長你這裡有掌握這樣的訊息嗎？新住民最主要從事行業的前三名，最主要就是製造業、住宿餐飲業，還有批發零售業，而這些行業恰好就是受疫情衝擊最嚴重的行業，餐飲業等這些行業本來就是這次受疫情衝擊最嚴重的行業，所以他有空窗期，加上他不是自願性的不去取得國籍變成具有中華民國身分，他又有工作，有繳稅、有盡義務，同時又是經濟上的相對弱勢，基於這3個原因，再加上他們總共只有五千多人，因此本席認為這個政策立意良善值得肯定，以國人為優先、排富助弱勢，這個原則我也同意，但我們是不是有機會讓新住民朋友能夠加進剛剛所提勞動部的這兩個計畫？,8,LCIDC01_1094701_00002
蘇巧慧,"次長，我來自新北市，我們新北市的新住民將近有11萬人，是全國的兩成，大部分你可以看到的或印象中新住民從事的是什麼行業？要不就是開小吃店或美甲店，這是你遇到最多的行業，甚至是在工廠裡面做加工的，這是大家刻板印象中最多的行業，但坦白講也是事實，所以在這樣的狀況下，你跟我說減班休息等政策已經有照顧到他們，但我就跟你討論就這兩個大家都在看，而且成效不錯的方案能不能夠加入新住民？我希望勞動部能夠好好研議，也代表我們臺灣對新住民、對我們未來的國人，即將成為國人的媽媽爸爸的這些朋友能夠釋出更多的善意，這是本席今天提出的第一個建議，請你們研議，時間大約一兩個禮拜應該可以吧？實在是已經太久了，那就給你們兩個禮拜的時間加以研議。第二個要跟你討論的是安穩青年就業計畫，我認為我們的失業率其實還算好，沒有大幅成長，可是我要跟次長討論，你看年輕人的部分，其實剛離開校園的部分長年失業率都是11%、12%，因為時間到了，我就直接跟您說，我想建議勞動部在你們這個安穩青年就業計畫裡，如果雇主願意在今年採用應屆畢業生，你們就會提供每月1萬2,000元的津貼，這是希望整個社會在今年儘量大幅讓剛畢業的年輕人能夠就業，這個沒有問題，因為是安穩就業，但這有沒有包括高中職畢業生？其實有，每年的高中職畢業生雖然不多，但其中也有11%是直接從高中、高職直接就業的，尤其是勞動部和教育部現在不是正在推動青年教育與就業儲蓄帳戶嗎？就是青儲帳戶，鼓勵先就業，找到興趣以後再回來就學。所以我直接建議，在安穩青年就業計畫裡面，我認為應該加入高中職畢業生。次長，可以嗎？",9,LCIDC01_1094701_00002
蘇巧慧,好，那就特別針對離開學校的畢業生部分，除了現在的大專畢業生之外，我認為應該加入高中職的部分，但我覺得研議兩個禮拜太久了，剛剛和這個都一個禮拜啦！可以吧？,10,LCIDC01_1094701_00002
