speaker,speech_text,speech_number,meeting_id
林為洲,沒有啦！這個……,1,LCIDC01_1103401_00007
羅致政,宣讀啊！宣讀啊！宣讀啊！宣讀！宣讀！,2,LCIDC01_1103401_00007
林為洲,如果有爭議，也是朝野協商調錄影帶。,3,LCIDC01_1103401_00007
蘇巧慧,我早上來排隊遞案，不行喔？我們已經遞案了啊！,4,LCIDC01_1103401_00007
林德福,宣讀什麼？宣讀什麼？宣讀什麼？,5,LCIDC01_1103401_00007
蘇巧慧,……照程序啊！（現場一片混亂）,6,LCIDC01_1103401_00007
蘇巧慧,12點8分47秒陳玉珍主席還沒有任何裁示！12點8分55秒，陳玉珍：我們現在加了一個案子，12點8分59秒提案說明！12點9分18秒，哇！陳玉珍就開始點名表決了！,7,LCIDC01_1103401_00007
羅致政,幹什麼啊！,8,LCIDC01_1103401_00007
蘇巧慧,主席好大啊！18秒就開始了……,9,LCIDC01_1103401_00007
鄭麗文,陳瑩委員，程序暫停！,10,LCIDC01_1103401_00007
鄭麗文,程序暫停！,11,LCIDC01_1103401_00007
羅致政,不要暴力對議事人員嘛！當總召有必要這樣子嗎？,12,LCIDC01_1103401_00007
李德維,這個不行！,13,LCIDC01_1103401_00007
羅致政,唸完了！,14,LCIDC01_1103401_00007
李德維,沒有！沒有！,15,LCIDC01_1103401_00007
曾銘宗,還沒有啊！沒聽到啊！還沒唸完！沒有聽到。,16,LCIDC01_1103401_00007
鄭麗文,主席，程序問題！程序問題！,17,LCIDC01_1103401_00007
鄭麗文,有！,18,LCIDC01_1103401_00007
羅致政,沒有！,19,LCIDC01_1103401_00007
鄭麗文,主席，有異議啊！（現場一片混亂）,20,LCIDC01_1103401_00007
鄭麗文,事實……,21,LCIDC01_1103401_00007
陳玉珍,我們可以表決陳瑩是男的還女的嗎？表決是作價值判斷，不能作事實的改變！……可以表決陳瑩是男的還是女的嗎？,22,LCIDC01_1103401_00007
林為洲,誠信問題，如果議事錄……,23,LCIDC01_1103401_00007
鄭麗文,處理程序問題！,24,LCIDC01_1103401_00007
陳玉珍,調錄影帶！,25,LCIDC01_1103401_00007
陳玉珍,調錄影帶！,26,LCIDC01_1103401_00007
鄭麗文,你不可以用多數暴力來改變！,27,LCIDC01_1103401_00007
鄭麗文,主席，程序問題！（現場一片混亂）,28,LCIDC01_1103401_00007
鄭麗文,程序問題！（程序問題！程序問題！程序問題！程序問題！程序問題！）,29,LCIDC01_1103401_00007
陳玉珍,事實問題怎麼可以表決？（程序問題！程序問題！）,30,LCIDC01_1103401_00007
陳玉珍,事實問題怎麼可以表決？事實問題怎麼可以表決？事實問題怎麼可以表決？陳瑩是男的還是女的可以用表決的嗎？就是調錄影帶，沒關係！,31,LCIDC01_1103401_00007
鄭麗文,見笑！見笑！,32,LCIDC01_1103401_00007
鄭麗文,凡事用暴力！不尊重……！破壞民主！,33,LCIDC01_1103401_00007
陳玉珍,贊成什麼？,34,LCIDC01_1103401_00007
鄭麗文,民進黨……,35,LCIDC01_1103401_00007
陳玉珍,程序問題怎麼表決？,36,LCIDC01_1103401_00007
陳玉珍,事實問題怎麼表決？議事錄怎麼表決？,37,LCIDC01_1103401_00007
陳玉珍,不要回答！,38,LCIDC01_1103401_00007
陳玉珍,這個事情不能表決！,39,LCIDC01_1103401_00007
陳玉珍,議事錄的爭議怎麼表決？,40,LCIDC01_1103401_00007
陳玉珍,議事錄的爭議怎麼表決？,41,LCIDC01_1103401_00007
羅致政,蔣萬安委員！,42,LCIDC01_1103401_00007
