speaker,speech_text,speech_number,meeting_id
葉毓蘭,"今天本席以非常沉痛的心情站在這裡，因為讓家長求助無門的兩歲男童已於昨天清晨病逝。這案子看起來各單位都在，卻因指揮中心SOP過時，無法啟動，以致造成如此憾事。我們今天所審查的精神衛生法也有相同題！不管是小燈泡案，或是鐵路警察李承翰案，或屏東挖眼案，都是這類精障者在臺灣各地不斷犯案的案例。政府說要推動社會安全網保障一般國民安全，惟以目前作法來看，根本無法做到。有鑑於此，本席提案修法，將已經在歐美實施多年的危機處理團隊（Crisis Intervention Team, CIT）強制入法，建立警察、醫療、病人、家屬四方夥伴關係聯繫機制，並積極增補專責警力，以達成精神病患之辨識、處理、轉介等問題。院版目前規定，當地方衛生局無法查明疑似精神病患身分時，醫療人員才需要到場協助警消，其漏洞在於：待查明身分後，風險已經很大。但依照院版規定，此時仍無須提供協助。既然院版已經規定醫療專業協助可以到場，也可以線上協助，那麼本席認為不論身分，不論是否有辦法查明，衛生局均當協助警消。所以本席強烈要求，若現行SOP無法反映第一線同仁需求時，理當完整地把我們最需要的支持入法，謝謝。",1,LCIDC01_1116302_00002
吳玉琴,謝謝召委，讓本席得以就提案進行說明。今天排審精神衛生法，因為和前次大修相距已有十五年。就精神照顧專業發展而言，國際趨勢已有非常多改變，也突顯國內精神照顧網絡各項環節之不足。爰此，本席參酌身心障礙者權利公約（CRPD）相關規定，希望補足有精神病人與身心障礙者之各項權益，並檢視社區融合、平等權、居住權等規範，將社區支持服務、家庭支持服務、保護人之研習機制與支持服務納入本次修正草案中。本席簡單說明本次修正中，本席提案與行政院版的不同之處。首先，實務上，精神病患於社區居住時經常遭遇歧視與抗爭，故本席於條文中明定地方政府主管機關應協助排除社區中精神照護機構設立或提供服務之障礙。其次，為了保障病人權益，並協助保護人了解擔任保護人之各項權利義務，故明定地方主管機關應辦理保護人研習課程及支持服務，這是我們過去比較沒有重視到的部分。第三，明定嚴重病人強制住院費用應由公務預算負擔，這是原來就有的，惟行政院版將之改為由健保支付，對此，我們存有疑慮。第四，強化出院準備與轉銜服務，故精神醫療機構於病人治療穩定後，應協助病人做相關出院準備，擬定出院準備計畫，並於出院前三日提出，同時聯繫地方政府協助其銜接到社區。今天將有很多委員共同參與討論，我們希望精神衛生法之修正能在大家的努力下完整地保障精神病人權益，由國家社會一起承擔，協助精神病患回歸社會之照顧。希望今天的討論能順利，謝謝。,2,LCIDC01_1116302_00002
吳玉琴,平等生活是CRPD的精神，所以這次特別加入。,3,LCIDC01_1116302_00002
吳玉琴,謝謝主席。看到衛福部提的版本，大概是要解決後面第二十二條還是第二十一條有關精神照護機構的分類，可是這樣的分類，對第八款、第九款我沒有特別意見，但第十款等於把當時第二十二條的照護機構類型全部規範到這邊來，是吧？,4,LCIDC01_1116302_00002
吳玉琴,這和我們在討論過程中有一些疑慮的地方，就是精神照護機構的定義，因為回到第二十一條最後一項未依法設立的話，後面第八十條有一個罰則，那個罰則很重，要罰五萬元到三十萬元，如果一直繼續存在可能會罰到一百萬元。這個罰則其實在這裡也沒辦法解決，因為我看了第二十一條的寫法，在我們的概念裡面，可能召委自己也有寫到，概念上未立案機構的類型到底是什麼？因為這邊還是把心理治療所、職能治療所、社工師事務所全部都歸為照護機構，若沒有依法設立就會重罰。針對這個部分，我今天有提出修正動議，是把分類分得比較清楚，一個是醫療機構、一個是護理機構、一個是精神復健機構，再來是身心障礙機構，這4類是一到四款要依照設立標準設立，如果沒有依照設立標準設立的話，不得提供住宿型或是機構式住宿服務或是治療服務。我覺得要去定義這些類型的機構是住宿型機構，後面罰則才會罰那麼重，我們現在規範的大概就是這群長期住宿機構不立案。不然現在一個社工師事務成立了，然後規範說沒有依法立案，會覺得不知道要提供什麼，我只提供服務……,5,LCIDC01_1116302_00002
吳玉琴,不是要規範長期住宿這個問題嗎？,6,LCIDC01_1116302_00002
吳玉琴,所以應該是住宿型機構才是我們應該規範的。,7,LCIDC01_1116302_00002
吳玉琴,我就認為它有點混亂。,8,LCIDC01_1116302_00002
吳玉琴,因為它是連貫的。,9,LCIDC01_1116302_00002
吳玉琴,才會有點困擾。,10,LCIDC01_1116302_00002
