speaker,speech_text,speech_number,meeting_id
賴惠員,"（9時30分）部長早安。今天跟衛福部及勞動部等2個單位一起來討論一個移工迫切處理的問題。全球的疫情仍然嚴峻，我們在本委員會質詢時有特別提到，去年指揮中心宣布移工暫緩移入之後，其實7月份已經跌破了70萬人，8、9月份時，其實也越來越少的移工能夠進來，甚至到了9月份的時候，已經剩下69萬人。我們進一步來談移工專案的引進計畫，就國內跟國外分開來盤整。國內的部分，衛福部在7月的統計資料指出，有49處的集中檢疫所，在49處的集中檢疫所中，移工專案留了1,700張床，春節期間保留4,000張床，總計有5,857張床，1,700張床如何分配請次長之後回答我。為了因應國人過年返鄉，陳部長宣布春節期間暫緩移工的移入。2月15日以後，指揮中心會增加核准來臺的人數給勞動部嗎？",1,LCIDC01_11010301_00004
賴惠員,所以2月15日以後，你會不會再增加？,2,LCIDC01_11010301_00004
賴惠員,好，謝謝。接著我想請問一下阿春部長，春節返臺的檢疫跟移工專案的引進計畫，會不會是我們國境鬆綁的壓力測試？今天衛福部的報告清楚提到，以2月14日為基準點，只要是國人回來，在2月14日以後就開放社福、產業移工進來，你們有沒有做準備？,3,LCIDC01_11010301_00004
賴惠員,會再大量開放嗎？,4,LCIDC01_11010301_00004
賴惠員,所以部長也會開放防疫旅館嗎？還是有特別其他的點？,5,LCIDC01_11010301_00004
賴惠員,"所以在2月14日以後，不管是產業移工還是社福移工，不一定只是住在移工專案的1,700張床，部長會開放防疫旅館，甚至其他的點，只要安全性做好的話。",6,LCIDC01_11010301_00004
賴惠員,這是不是意味著社福移工跟產業移工在2月14日以後，會維持一個正常的狀況再引進勞工？,7,LCIDC01_11010301_00004
賴惠員,"剛才你講到床位是有彈性的，我想和部長做數字上的探討。在防疫之前，移入的社福移工有26萬人，但疫情發生了以後，現在降到23.5萬人，這2萬5,000人的缺口如果以專案的1,700張床來算，起碼要15個週期才能回到疫情前的水準，也就是要耗時至少7.5月。加上在春節期間還要暫緩引進，保守的話要大概要9.5月。社福移工的缺口，其實應該比預期還要大，部長，該怎麼辦？",8,LCIDC01_11010301_00004
賴惠員,請教部長，社福移工沒有專案引進，但是產業移工是有的，現在持續都有專案引進。,9,LCIDC01_11010301_00004
賴惠員,一比一？可是專案的部分呢？,10,LCIDC01_11010301_00004
賴惠員,請教次長，如果產業移工跟社福移工的移入是用積分制評比的話，看起來好像很公平，可是你們的標準在哪裡？當然你講得很清楚，就是包括移工是不是打過疫苗、來源國的疫情是不是穩定、雇主是不是可以提供防疫宿舍。請問次長，你的標準是否可以訂得清楚一點？像是如果來自印尼還是泰國，打了疫苗是算幾分，是否可以把標準講清楚一點？不然一定會造成我們後來有很多的請託案。,11,LCIDC01_11010301_00004
賴惠員,次長，我跟你講，不會不容易，其實疫情穩不穩定，數據非常清楚。在這裡要提醒衛福部，本席用的這份資料是你10月30日提供的，到現在你都一直沒有更新，平均7天我們就可以看到新增確診數字，不管在印尼、泰國、菲律賓，其實看得非常清楚，像印尼就是平均7天新增人數大概是611人。,12,LCIDC01_11010301_00004
賴惠員,對，已經降下來了，菲律賓還維持在三千八百多人，馬來西亞也是五千五百多人，泰國九千七百多人。我們再來看，這四個國家在疫苗的接種統計中，看起來好像是泰國的疫苗打得最好，問題是我們的移工都是以印尼為最主要輸入國，但印尼疫苗才打了27%，該怎麼辦呢？,13,LCIDC01_11010301_00004
賴惠員,所以是滾動式的、彈性的？,14,LCIDC01_11010301_00004
賴惠員,次長，在這裡要特別提醒你們，這個積分評比是非常重要的，不然到時候又引發新一波亂潮，大家又會忙成一團。印尼是我們最先禁止的，會不會是第一個開放移工專案引進的國家？請阿春部長回應。,15,LCIDC01_11010301_00004
賴惠員,印尼會是第一個？,16,LCIDC01_11010301_00004
賴惠員,"我們的社福移工大量用印尼籍移工，大概7成都是。最後一個問題在這裡請教次長，產業與社福的移工分開計算，這個1,700床要怎麼平分，是不是產業1,000床，社福700床呢？",17,LCIDC01_11010301_00004
賴惠員,謝謝兩位。,18,LCIDC01_11010301_00004
吳玉琴,（9時42分）許部長、薛次長，我再一次跟兩個部會確認，因為剛剛勞動部的報告提到對於專案引進移工的案子已經報指揮中心，並於11月2日核定了。,19,LCIDC01_11010301_00004
吳玉琴,可是剛剛又提到在春節期間移工的引進要暫停，這兩個訊息我想是很多家庭或產業都在關心的議題，因為你原本的報告提到2月14日以前及之後有兩個階段，到底2月14日以前會不會引進移工？,20,LCIDC01_11010301_00004
吳玉琴,12月中旬就會暫緩，那你的意思是剩下一個月的時間，會先引進嗎？,21,LCIDC01_11010301_00004
